,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
110,0.63,0.56,0.59,0.8,0.79,0.79,0.22,0.23,0.04,0.12
111,0.68,0.57,0.62,0.78,0.79,0.79,0.15,0.05,0.01,0.03
112,0.58,0.53,0.55,0.78,0.79,0.79,0.21,0.15,0.02,0.1
113,0.63,0.49,0.55,0.79,0.79,0.79,0.19,0.04,0.0,0.02
114,0.53,0.44,0.48,0.79,0.76,0.78,0.19,0.09,0.0,0.05
115,0.66,0.54,0.6,0.79,0.79,0.79,0.1,0.05,0.01,0.03
116,0.56,0.52,0.54,0.79,0.78,0.78,0.16,0.19,0.01,0.1
117,0.63,0.56,0.59,0.79,0.79,0.79,0.17,0.06,0.01,0.04
118,0.64,0.54,0.59,0.78,0.77,0.78,0.16,0.19,0.03,0.1
119,0.6,0.54,0.57,0.78,0.77,0.78,0.19,0.07,0.0,0.04
120,0.66,0.45,0.54,0.8,0.77,0.78,0.12,0.02,0.0,0.01
121,0.62,0.49,0.55,0.79,0.76,0.78,0.15,0.05,0.01,0.04
122,0.6,0.55,0.57,0.8,0.79,0.79,0.25,0.15,0.02,0.09
123,0.61,0.54,0.58,0.79,0.79,0.79,0.16,0.15,0.02,0.08
124,0.55,0.48,0.51,0.78,0.77,0.78,0.16,0.12,0.01,0.08
125,0.67,0.54,0.6,0.81,0.8,0.81,0.17,0.1,0.02,0.06
126,0.5,0.45,0.47,0.8,0.79,0.79,0.1,0.15,0.01,0.09
127,0.54,0.48,0.51,0.78,0.78,0.78,0.2,0.1,0.0,0.06
128,0.6,0.5,0.54,0.78,0.78,0.78,0.18,0.04,0.01,0.03
129,0.66,0.5,0.57,0.77,0.77,0.77,0.23,0.05,0.01,0.03
130,0.63,0.54,0.59,0.81,0.78,0.79,0.21,0.09,0.02,0.06
131,0.64,0.5,0.56,0.8,0.77,0.78,0.21,0.1,0.01,0.05
132,0.61,0.49,0.54,0.79,0.79,0.79,0.12,0.06,0.0,0.03
133,0.67,0.42,0.51,0.8,0.76,0.78,0.14,0.02,0.0,0.02
134,0.61,0.56,0.59,0.79,0.78,0.79,0.21,0.16,0.02,0.08
135,0.62,0.49,0.55,0.81,0.78,0.79,0.18,0.06,0.01,0.04
136,0.77,0.6,0.68,0.83,0.81,0.82,0.25,0.13,0.04,0.07
137,0.68,0.49,0.57,0.82,0.77,0.79,0.15,0.1,0.01,0.05
138,0.6,0.47,0.53,0.78,0.77,0.78,0.15,0.06,0.0,0.04
139,0.56,0.5,0.53,0.79,0.78,0.79,0.16,0.1,0.02,0.06
140,0.71,0.56,0.62,0.78,0.79,0.79,0.17,0.13,0.02,0.06
141,0.67,0.53,0.59,0.81,0.79,0.8,0.23,0.14,0.02,0.08
142,0.67,0.52,0.58,0.8,0.78,0.79,0.19,0.1,0.01,0.05
143,0.61,0.44,0.51,0.78,0.77,0.77,0.17,0.05,0.0,0.03
144,0.59,0.43,0.5,0.8,0.77,0.79,0.17,0.04,0.01,0.03
145,0.59,0.5,0.54,0.79,0.76,0.78,0.16,0.07,0.01,0.05
146,0.66,0.48,0.55,0.78,0.77,0.78,0.18,0.07,0.01,0.04
147,0.61,0.48,0.54,0.8,0.77,0.79,0.18,0.11,0.02,0.07
148,0.57,0.44,0.5,0.78,0.76,0.77,0.21,0.04,0.0,0.03
149,0.72,0.51,0.6,0.81,0.79,0.8,0.16,0.06,0.01,0.03
150,0.55,0.58,0.56,0.78,0.77,0.78,0.19,0.09,0.01,0.06
151,0.57,0.51,0.54,0.79,0.78,0.78,0.16,0.08,0.01,0.05
152,0.68,0.49,0.57,0.8,0.77,0.79,0.15,0.06,0.01,0.04
153,0.6,0.53,0.56,0.79,0.78,0.78,0.22,0.08,0.01,0.05
154,0.68,0.41,0.51,0.79,0.76,0.78,0.12,0.01,0.0,0.01
155,0.74,0.53,0.62,0.8,0.79,0.79,0.16,0.1,0.01,0.05
156,0.66,0.53,0.59,0.8,0.8,0.8,0.16,0.1,0.02,0.06
157,0.56,0.52,0.54,0.78,0.78,0.78,0.15,0.18,0.01,0.08
158,0.56,0.56,0.56,0.8,0.79,0.79,0.15,0.08,0.01,0.06
159,0.61,0.57,0.59,0.79,0.8,0.8,0.16,0.07,0.01,0.04
160,0.57,0.49,0.53,0.81,0.78,0.79,0.13,0.06,0.01,0.04
161,0.7,0.51,0.59,0.79,0.79,0.79,0.23,0.14,0.02,0.07
162,0.55,0.42,0.48,0.8,0.77,0.79,0.09,0.1,0.0,0.05
163,0.52,0.57,0.54,0.79,0.79,0.79,0.17,0.21,0.01,0.11
164,0.61,0.51,0.56,0.77,0.74,0.75,0.2,0.06,0.0,0.04
165,0.64,0.42,0.5,0.8,0.76,0.78,0.18,0.02,0.0,0.01
166,0.68,0.53,0.6,0.8,0.79,0.8,0.21,0.09,0.01,0.05
167,0.69,0.51,0.58,0.81,0.78,0.8,0.29,0.02,0.0,0.02
168,0.51,0.42,0.46,0.79,0.75,0.77,0.13,0.02,0.0,0.01
169,0.72,0.49,0.59,0.79,0.78,0.78,0.12,0.05,0.0,0.03
170,0.61,0.56,0.59,0.8,0.79,0.79,0.21,0.27,0.02,0.14
171,0.64,0.54,0.58,0.78,0.79,0.79,0.19,0.13,0.01,0.06
172,0.56,0.43,0.49,0.79,0.77,0.78,0.14,0.07,0.0,0.04
173,0.62,0.57,0.6,0.79,0.79,0.79,0.17,0.11,0.02,0.06
174,0.68,0.51,0.58,0.82,0.78,0.8,0.19,0.12,0.02,0.07
175,0.53,0.5,0.52,0.78,0.76,0.77,0.16,0.12,0.01,0.06
176,0.47,0.52,0.49,0.76,0.78,0.77,0.23,0.18,0.01,0.1
177,0.66,0.43,0.52,0.81,0.78,0.79,0.16,0.05,0.01,0.03
178,0.56,0.47,0.51,0.77,0.78,0.77,0.18,0.1,0.01,0.05
179,0.71,0.57,0.63,0.81,0.78,0.79,0.17,0.09,0.02,0.05
180,0.63,0.58,0.6,0.8,0.8,0.8,0.17,0.14,0.02,0.08
181,0.59,0.5,0.54,0.8,0.77,0.78,0.18,0.1,0.02,0.05
182,0.69,0.58,0.63,0.79,0.79,0.79,0.2,0.1,0.01,0.06
183,0.51,0.5,0.5,0.79,0.76,0.78,0.11,0.08,0.01,0.05
184,0.57,0.52,0.54,0.78,0.79,0.78,0.13,0.16,0.02,0.07
185,0.63,0.51,0.56,0.79,0.78,0.78,0.17,0.09,0.01,0.06
186,0.69,0.58,0.63,0.78,0.78,0.78,0.22,0.05,0.01,0.03
187,0.63,0.45,0.52,0.81,0.75,0.78,0.16,0.07,0.0,0.04
188,0.64,0.49,0.56,0.79,0.79,0.79,0.18,0.1,0.01,0.06
189,0.47,0.53,0.5,0.78,0.76,0.77,0.16,0.11,0.0,0.07
190,0.64,0.54,0.59,0.8,0.78,0.79,0.21,0.07,0.01,0.04
191,0.66,0.55,0.6,0.79,0.8,0.8,0.21,0.09,0.01,0.04
192,0.59,0.54,0.56,0.79,0.79,0.79,0.18,0.14,0.02,0.08
193,0.6,0.4,0.48,0.78,0.77,0.78,0.13,0.03,0.0,0.02
194,0.62,0.54,0.58,0.79,0.78,0.78,0.14,0.11,0.01,0.05
195,0.65,0.55,0.59,0.78,0.77,0.78,0.2,0.16,0.02,0.09
196,0.69,0.45,0.55,0.77,0.77,0.77,0.17,0.05,0.0,0.03
197,0.53,0.46,0.49,0.78,0.78,0.78,0.16,0.17,0.01,0.1
198,0.64,0.57,0.6,0.8,0.79,0.8,0.17,0.11,0.01,0.05
199,0.63,0.46,0.53,0.8,0.76,0.78,0.18,0.03,0.01,0.03
200,0.56,0.54,0.55,0.78,0.79,0.78,0.15,0.12,0.0,0.07
201,0.65,0.51,0.57,0.8,0.78,0.79,0.15,0.07,0.02,0.05
202,0.51,0.47,0.49,0.79,0.78,0.79,0.22,0.13,0.01,0.07
203,0.59,0.51,0.55,0.82,0.79,0.8,0.21,0.13,0.02,0.08
204,0.63,0.55,0.59,0.79,0.78,0.78,0.2,0.12,0.02,0.06
205,0.63,0.57,0.6,0.79,0.74,0.77,0.16,0.06,0.0,0.04
206,0.61,0.53,0.56,0.78,0.78,0.78,0.17,0.06,0.01,0.04
207,0.49,0.52,0.5,0.75,0.78,0.76,0.16,0.21,0.03,0.14
208,0.67,0.55,0.6,0.78,0.8,0.79,0.17,0.1,0.02,0.06
209,0.58,0.49,0.53,0.78,0.78,0.78,0.17,0.13,0.01,0.07
210,0.63,0.51,0.56,0.78,0.78,0.78,0.15,0.04,0.01,0.03
211,0.55,0.53,0.54,0.79,0.79,0.79,0.28,0.12,0.01,0.08
212,0.66,0.46,0.54,0.78,0.75,0.77,0.12,0.02,0.0,0.01
213,0.57,0.5,0.53,0.8,0.78,0.79,0.17,0.17,0.03,0.1
214,0.51,0.51,0.51,0.78,0.78,0.78,0.21,0.22,0.01,0.12
215,0.45,0.5,0.47,0.79,0.77,0.78,0.17,0.2,0.04,0.13
216,0.65,0.52,0.58,0.78,0.79,0.78,0.24,0.1,0.01,0.05
217,0.5,0.43,0.46,0.79,0.77,0.78,0.19,0.14,0.0,0.08
218,0.65,0.45,0.53,0.78,0.75,0.77,0.15,0.02,0.0,0.02
219,0.54,0.43,0.48,0.81,0.76,0.78,0.1,0.08,0.01,0.06
220,0.6,0.44,0.51,0.8,0.77,0.78,0.17,0.07,0.01,0.05
221,0.5,0.44,0.47,0.76,0.76,0.76,0.15,0.06,0.01,0.04
222,0.52,0.51,0.51,0.77,0.75,0.76,0.19,0.12,0.01,0.07
223,0.57,0.54,0.55,0.81,0.78,0.79,0.11,0.13,0.01,0.07
224,0.63,0.52,0.57,0.8,0.77,0.78,0.12,0.04,0.01,0.03
225,0.61,0.52,0.57,0.78,0.79,0.79,0.18,0.09,0.01,0.05
226,0.57,0.46,0.51,0.8,0.77,0.78,0.15,0.07,0.01,0.05
227,0.63,0.56,0.59,0.81,0.79,0.8,0.17,0.18,0.02,0.09
228,0.69,0.55,0.61,0.78,0.78,0.78,0.2,0.1,0.01,0.05
229,0.59,0.51,0.54,0.78,0.79,0.79,0.23,0.12,0.02,0.08
230,0.62,0.45,0.52,0.78,0.76,0.77,0.12,0.03,0.0,0.02
231,0.46,0.47,0.47,0.8,0.79,0.8,0.16,0.15,0.01,0.1
232,0.63,0.55,0.59,0.78,0.78,0.78,0.17,0.1,0.01,0.06
233,0.6,0.54,0.57,0.79,0.77,0.78,0.14,0.13,0.01,0.06
234,0.65,0.55,0.59,0.78,0.78,0.78,0.18,0.09,0.01,0.04
235,0.69,0.5,0.58,0.78,0.79,0.78,0.18,0.13,0.01,0.07
236,0.75,0.57,0.64,0.8,0.79,0.79,0.17,0.06,0.01,0.03
237,0.6,0.48,0.53,0.78,0.76,0.77,0.15,0.05,0.0,0.04
238,0.61,0.49,0.54,0.79,0.78,0.78,0.22,0.09,0.01,0.05
239,0.54,0.46,0.49,0.79,0.77,0.78,0.17,0.05,0.01,0.04
240,0.62,0.39,0.48,0.78,0.76,0.77,0.24,0.04,0.01,0.03
241,0.64,0.54,0.59,0.78,0.79,0.79,0.2,0.14,0.02,0.07
242,0.63,0.56,0.59,0.78,0.79,0.79,0.22,0.08,0.01,0.04
243,0.63,0.5,0.56,0.79,0.77,0.78,0.15,0.12,0.02,0.08
244,0.69,0.43,0.53,0.79,0.77,0.78,0.12,0.01,0.0,0.01
245,0.56,0.54,0.55,0.79,0.79,0.79,0.2,0.15,0.02,0.08
246,0.63,0.56,0.6,0.79,0.8,0.79,0.24,0.22,0.02,0.09
247,0.63,0.59,0.61,0.79,0.78,0.79,0.24,0.15,0.01,0.07
248,0.68,0.6,0.64,0.78,0.8,0.79,0.18,0.15,0.01,0.07
249,0.63,0.53,0.57,0.77,0.78,0.78,0.17,0.06,0.0,0.04
250,0.53,0.51,0.52,0.77,0.77,0.77,0.16,0.1,0.01,0.06
251,0.69,0.54,0.61,0.79,0.79,0.79,0.21,0.06,0.01,0.03
252,0.63,0.4,0.49,0.82,0.77,0.79,0.15,0.03,0.0,0.02
253,0.65,0.56,0.6,0.78,0.78,0.78,0.22,0.14,0.02,0.08
254,0.5,0.46,0.48,0.78,0.75,0.76,0.19,0.12,0.0,0.07
255,0.61,0.52,0.56,0.8,0.78,0.79,0.15,0.08,0.01,0.05
256,0.59,0.46,0.51,0.79,0.77,0.78,0.12,0.09,0.01,0.06
257,0.68,0.47,0.55,0.8,0.78,0.79,0.2,0.05,0.01,0.03
258,0.69,0.51,0.59,0.79,0.77,0.78,0.17,0.05,0.01,0.03
259,0.6,0.54,0.57,0.79,0.78,0.78,0.2,0.15,0.01,0.07
260,0.65,0.51,0.57,0.74,0.78,0.76,0.44,0.06,0.01,0.04
261,0.55,0.53,0.54,0.78,0.79,0.79,0.22,0.16,0.0,0.09
262,0.49,0.45,0.47,0.79,0.79,0.79,0.17,0.15,0.01,0.11
263,0.59,0.49,0.53,0.78,0.77,0.78,0.22,0.06,0.01,0.04
264,0.69,0.51,0.59,0.78,0.76,0.77,0.21,0.06,0.01,0.03
265,0.61,0.59,0.6,0.78,0.79,0.79,0.25,0.14,0.03,0.07
266,0.71,0.56,0.63,0.79,0.79,0.79,0.2,0.09,0.02,0.05
267,0.62,0.56,0.59,0.79,0.78,0.79,0.18,0.22,0.03,0.09
268,0.64,0.56,0.59,0.78,0.78,0.78,0.18,0.11,0.01,0.06
269,0.62,0.55,0.58,0.78,0.78,0.78,0.21,0.05,0.01,0.03
270,0.68,0.52,0.59,0.79,0.78,0.78,0.22,0.13,0.01,0.07
271,0.58,0.49,0.53,0.77,0.78,0.78,0.17,0.09,0.01,0.06
272,0.57,0.53,0.55,0.78,0.79,0.78,0.15,0.11,0.01,0.06
273,0.73,0.54,0.62,0.78,0.78,0.78,0.17,0.07,0.01,0.04
274,0.71,0.45,0.55,0.81,0.76,0.78,0.17,0.03,0.0,0.02
275,0.56,0.53,0.54,0.79,0.78,0.79,0.2,0.16,0.02,0.09
276,0.59,0.51,0.55,0.79,0.79,0.79,0.17,0.24,0.01,0.11
277,0.63,0.57,0.6,0.78,0.78,0.78,0.23,0.08,0.01,0.04
278,0.62,0.55,0.58,0.79,0.78,0.78,0.19,0.06,0.01,0.04
279,0.61,0.54,0.58,0.78,0.77,0.77,0.19,0.04,0.0,0.03
280,0.67,0.53,0.59,0.81,0.79,0.8,0.29,0.17,0.02,0.1
281,0.63,0.53,0.57,0.79,0.78,0.79,0.16,0.1,0.01,0.06
282,0.56,0.49,0.52,0.77,0.78,0.78,0.16,0.07,0.01,0.04
283,0.62,0.57,0.59,0.79,0.78,0.78,0.2,0.1,0.01,0.05
284,0.65,0.53,0.58,0.77,0.78,0.78,0.2,0.08,0.01,0.04
285,0.6,0.55,0.57,0.8,0.77,0.79,0.13,0.07,0.01,0.05
286,0.58,0.54,0.56,0.78,0.79,0.78,0.21,0.07,0.01,0.04
287,0.7,0.37,0.49,0.8,0.76,0.78,0.15,0.01,0.0,0.01
288,0.61,0.51,0.55,0.78,0.78,0.78,0.11,0.07,0.01,0.04
289,0.56,0.5,0.53,0.8,0.78,0.79,0.16,0.2,0.01,0.11
290,0.61,0.54,0.57,0.79,0.78,0.79,0.2,0.12,0.01,0.07
291,0.64,0.52,0.58,0.8,0.78,0.79,0.23,0.09,0.01,0.04
292,0.58,0.52,0.55,0.79,0.77,0.78,0.14,0.11,0.01,0.06
293,0.65,0.52,0.58,0.78,0.77,0.78,0.2,0.07,0.01,0.04
294,0.65,0.48,0.55,0.79,0.77,0.78,0.21,0.03,0.0,0.02
295,0.59,0.58,0.58,0.78,0.79,0.79,0.22,0.14,0.01,0.07
296,0.58,0.42,0.49,0.8,0.78,0.79,0.17,0.02,0.0,0.02
297,0.56,0.51,0.54,0.78,0.78,0.78,0.19,0.23,0.01,0.11
298,0.7,0.46,0.55,0.79,0.77,0.78,0.19,0.02,0.01,0.02
299,0.58,0.51,0.55,0.8,0.78,0.79,0.16,0.09,0.01,0.05
300,0.65,0.57,0.61,0.8,0.8,0.8,0.19,0.21,0.03,0.1
301,0.56,0.51,0.54,0.8,0.77,0.78,0.16,0.11,0.01,0.06
302,0.6,0.5,0.55,0.81,0.78,0.79,0.23,0.14,0.01,0.08
303,0.67,0.55,0.6,0.79,0.79,0.79,0.18,0.11,0.02,0.05
304,0.65,0.53,0.59,0.79,0.78,0.78,0.18,0.04,0.0,0.02
305,0.65,0.55,0.6,0.8,0.79,0.8,0.22,0.19,0.03,0.1
306,0.64,0.44,0.52,0.8,0.77,0.78,0.13,0.07,0.0,0.03
307,0.6,0.52,0.56,0.79,0.78,0.79,0.12,0.08,0.01,0.05
308,0.49,0.47,0.48,0.79,0.77,0.78,0.19,0.19,0.01,0.1
309,0.65,0.61,0.63,0.78,0.79,0.79,0.23,0.18,0.02,0.09
310,0.6,0.49,0.54,0.8,0.78,0.79,0.2,0.13,0.02,0.08
311,0.69,0.48,0.56,0.78,0.78,0.78,0.17,0.08,0.01,0.05
312,0.6,0.54,0.56,0.77,0.77,0.77,0.16,0.11,0.01,0.07
313,0.65,0.39,0.49,0.78,0.77,0.78,0.2,0.02,0.0,0.01
314,0.62,0.5,0.55,0.8,0.78,0.79,0.19,0.1,0.02,0.06
315,0.57,0.51,0.54,0.8,0.79,0.8,0.2,0.1,0.01,0.07
316,0.48,0.57,0.52,0.76,0.76,0.76,0.22,0.26,0.01,0.14
317,0.58,0.57,0.58,0.79,0.81,0.8,0.22,0.17,0.02,0.09
318,0.67,0.51,0.58,0.79,0.78,0.78,0.21,0.07,0.01,0.04
319,0.58,0.44,0.5,0.78,0.76,0.77,0.15,0.02,0.0,0.02
320,0.63,0.51,0.56,0.8,0.79,0.79,0.24,0.1,0.01,0.06
321,0.6,0.48,0.54,0.78,0.78,0.78,0.18,0.14,0.02,0.07
322,0.57,0.4,0.47,0.77,0.79,0.78,0.19,0.1,0.02,0.06
323,0.53,0.45,0.49,0.79,0.77,0.78,0.12,0.11,0.01,0.06
324,0.61,0.49,0.54,0.77,0.78,0.78,0.22,0.02,0.0,0.02
325,0.61,0.54,0.57,0.8,0.79,0.79,0.17,0.13,0.01,0.07
326,0.56,0.46,0.51,0.78,0.75,0.76,0.15,0.04,0.0,0.02
327,0.63,0.52,0.57,0.78,0.78,0.78,0.19,0.15,0.01,0.06
328,0.53,0.45,0.49,0.79,0.79,0.79,0.19,0.11,0.0,0.07
329,0.56,0.52,0.54,0.74,0.77,0.76,0.36,0.17,0.0,0.08
