,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
157,0.63,0.56,0.6,0.81,0.65,0.72,0.27,0.09,0.02,0.05
158,0.49,0.54,0.51,0.8,0.67,0.73,0.26,0.15,0.02,0.09
159,0.55,0.51,0.53,0.8,0.68,0.73,0.25,0.17,0.02,0.1
160,0.67,0.55,0.61,0.8,0.65,0.72,0.23,0.14,0.02,0.08
161,0.62,0.46,0.53,0.8,0.66,0.72,0.22,0.07,0.02,0.04
162,0.52,0.45,0.49,0.79,0.64,0.71,0.23,0.08,0.01,0.05
163,0.55,0.57,0.56,0.8,0.7,0.75,0.23,0.23,0.01,0.12
164,0.64,0.57,0.6,0.81,0.67,0.73,0.26,0.24,0.05,0.11
165,0.61,0.43,0.51,0.82,0.68,0.74,0.29,0.02,0.01,0.02
166,0.57,0.4,0.47,0.71,0.68,0.7,0.32,0.03,0.0,0.02
167,0.63,0.53,0.57,0.78,0.63,0.69,0.26,0.06,0.0,0.04
168,0.52,0.53,0.53,0.77,0.69,0.73,0.3,0.23,0.02,0.13
169,0.6,0.67,0.63,0.8,0.66,0.73,0.22,0.34,0.04,0.15
170,0.63,0.63,0.63,0.78,0.68,0.73,0.24,0.16,0.03,0.08
171,0.55,0.6,0.57,0.79,0.69,0.74,0.25,0.16,0.01,0.08
172,0.62,0.55,0.58,0.8,0.66,0.73,0.23,0.12,0.02,0.06
173,0.56,0.52,0.54,0.77,0.63,0.69,0.21,0.15,0.01,0.08
174,0.63,0.45,0.52,0.78,0.62,0.69,0.22,0.03,0.01,0.03
175,0.59,0.5,0.54,0.78,0.62,0.69,0.23,0.13,0.02,0.07
176,0.62,0.58,0.6,0.79,0.65,0.72,0.24,0.16,0.04,0.08
177,0.52,0.44,0.47,0.78,0.61,0.69,0.25,0.06,0.01,0.05
178,0.6,0.58,0.59,0.78,0.66,0.72,0.2,0.35,0.04,0.16
179,0.54,0.44,0.48,0.79,0.67,0.73,0.17,0.07,0.01,0.04
180,0.47,0.52,0.49,0.74,0.58,0.65,0.28,0.17,0.0,0.11
181,0.52,0.48,0.5,0.79,0.71,0.75,0.25,0.21,0.03,0.11
182,0.42,0.54,0.48,0.78,0.67,0.72,0.27,0.15,0.01,0.11
183,0.58,0.54,0.56,0.77,0.61,0.68,0.19,0.15,0.02,0.07
184,0.63,0.47,0.54,0.82,0.66,0.73,0.23,0.05,0.01,0.03
185,0.65,0.52,0.58,0.79,0.66,0.72,0.23,0.06,0.01,0.04
186,0.52,0.42,0.47,0.8,0.71,0.76,0.26,0.13,0.01,0.08
187,0.58,0.56,0.57,0.79,0.66,0.72,0.19,0.17,0.03,0.1
188,0.26,0.4,0.32,0.78,0.57,0.66,0.15,0.01,0.0,0.01
189,0.49,0.6,0.54,0.79,0.71,0.75,0.2,0.31,0.03,0.15
190,0.55,0.59,0.57,0.78,0.68,0.73,0.2,0.2,0.01,0.09
191,0.54,0.54,0.54,0.79,0.67,0.73,0.25,0.14,0.02,0.08
192,0.53,0.53,0.53,0.79,0.66,0.72,0.16,0.11,0.02,0.07
193,0.56,0.55,0.56,0.77,0.6,0.67,0.26,0.19,0.03,0.11
194,0.6,0.53,0.56,0.81,0.71,0.75,0.21,0.19,0.02,0.1
195,0.57,0.52,0.54,0.78,0.63,0.7,0.21,0.08,0.0,0.05
196,0.58,0.57,0.58,0.78,0.6,0.68,0.19,0.14,0.03,0.09
197,0.52,0.29,0.37,0.81,0.63,0.71,0.17,0.02,0.0,0.01
198,0.53,0.42,0.47,0.8,0.68,0.73,0.14,0.03,0.0,0.02
199,0.58,0.5,0.54,0.79,0.7,0.74,0.22,0.11,0.02,0.08
200,0.48,0.49,0.49,0.79,0.64,0.71,0.2,0.13,0.02,0.08
201,0.31,0.4,0.35,0.78,0.61,0.69,0.23,0.05,0.01,0.03
202,0.58,0.4,0.47,0.8,0.73,0.76,0.26,0.04,0.0,0.04
203,0.41,0.41,0.41,0.79,0.65,0.71,0.16,0.06,0.01,0.05
204,0.58,0.6,0.59,0.78,0.67,0.72,0.24,0.24,0.02,0.11
205,0.55,0.53,0.54,0.8,0.67,0.73,0.23,0.07,0.01,0.05
206,0.55,0.55,0.55,0.79,0.65,0.71,0.15,0.2,0.04,0.11
207,0.49,0.55,0.52,0.79,0.72,0.75,0.19,0.21,0.01,0.11
208,0.51,0.55,0.53,0.8,0.66,0.72,0.21,0.19,0.01,0.12
209,0.52,0.57,0.54,0.77,0.65,0.7,0.22,0.21,0.03,0.12
210,0.52,0.49,0.5,0.8,0.69,0.74,0.24,0.22,0.01,0.11
211,0.45,0.61,0.52,0.78,0.69,0.73,0.2,0.19,0.01,0.12
212,0.64,0.51,0.57,0.79,0.68,0.73,0.27,0.21,0.03,0.11
213,0.5,0.42,0.46,0.8,0.65,0.72,0.2,0.02,0.0,0.02
214,0.55,0.55,0.55,0.79,0.64,0.71,0.22,0.13,0.01,0.08
215,0.54,0.42,0.47,0.8,0.68,0.74,0.23,0.13,0.02,0.09
216,0.5,0.52,0.51,0.79,0.66,0.72,0.24,0.17,0.02,0.09
217,0.55,0.46,0.5,0.79,0.66,0.72,0.25,0.07,0.02,0.05
218,0.56,0.56,0.56,0.77,0.62,0.69,0.27,0.16,0.01,0.08
219,0.56,0.62,0.59,0.8,0.68,0.73,0.22,0.34,0.05,0.14
220,0.48,0.44,0.46,0.81,0.7,0.75,0.19,0.04,0.0,0.04
221,0.55,0.5,0.52,0.81,0.69,0.74,0.24,0.07,0.02,0.06
222,0.52,0.46,0.49,0.79,0.64,0.71,0.15,0.06,0.01,0.04
223,0.43,0.42,0.42,0.79,0.68,0.73,0.24,0.06,0.0,0.05
224,0.49,0.44,0.46,0.78,0.7,0.74,0.36,0.19,0.01,0.1
225,0.49,0.51,0.5,0.78,0.66,0.71,0.31,0.18,0.04,0.11
226,0.52,0.46,0.49,0.8,0.65,0.72,0.21,0.02,0.0,0.02
227,0.59,0.53,0.56,0.8,0.68,0.74,0.27,0.07,0.01,0.04
228,0.57,0.46,0.51,0.78,0.6,0.68,0.2,0.1,0.0,0.05
229,0.57,0.56,0.56,0.8,0.71,0.75,0.25,0.3,0.04,0.15
230,0.55,0.68,0.6,0.78,0.72,0.75,0.22,0.42,0.05,0.24
231,0.44,0.42,0.43,0.8,0.7,0.75,0.21,0.07,0.0,0.06
232,0.59,0.57,0.58,0.79,0.66,0.72,0.19,0.11,0.02,0.06
233,0.49,0.54,0.51,0.79,0.72,0.75,0.27,0.18,0.02,0.1
234,0.42,0.46,0.44,0.77,0.67,0.72,0.27,0.15,0.01,0.1
235,0.51,0.4,0.45,0.82,0.63,0.71,0.19,0.06,0.01,0.04
236,0.55,0.68,0.61,0.79,0.73,0.76,0.25,0.51,0.14,0.25
237,0.65,0.61,0.63,0.79,0.67,0.73,0.29,0.33,0.06,0.14
238,0.62,0.67,0.64,0.79,0.69,0.74,0.22,0.27,0.05,0.13
239,0.56,0.55,0.56,0.79,0.67,0.73,0.23,0.21,0.02,0.12
240,0.53,0.46,0.5,0.79,0.65,0.72,0.17,0.03,0.0,0.03
241,0.62,0.59,0.61,0.78,0.67,0.72,0.22,0.13,0.02,0.07
242,0.58,0.57,0.58,0.82,0.69,0.75,0.23,0.18,0.02,0.1
243,0.56,0.56,0.56,0.8,0.75,0.77,0.24,0.28,0.03,0.14
244,0.59,0.44,0.51,0.78,0.64,0.71,0.24,0.07,0.01,0.05
245,0.54,0.49,0.51,0.79,0.65,0.71,0.19,0.07,0.01,0.05
246,0.52,0.66,0.58,0.8,0.66,0.72,0.2,0.31,0.03,0.15
247,0.57,0.49,0.53,0.8,0.65,0.72,0.26,0.08,0.01,0.06
248,0.47,0.48,0.47,0.79,0.64,0.71,0.2,0.08,0.02,0.06
249,0.6,0.49,0.54,0.8,0.67,0.73,0.25,0.13,0.02,0.06
250,0.54,0.48,0.51,0.79,0.69,0.74,0.23,0.26,0.03,0.13
251,0.63,0.5,0.56,0.8,0.69,0.74,0.27,0.09,0.01,0.05
252,0.48,0.56,0.51,0.77,0.67,0.72,0.29,0.11,0.01,0.07
253,0.61,0.59,0.6,0.79,0.72,0.76,0.28,0.28,0.03,0.13
254,0.45,0.35,0.39,0.81,0.62,0.71,0.2,0.03,0.0,0.02
255,0.57,0.48,0.52,0.78,0.59,0.67,0.21,0.06,0.01,0.04
256,0.56,0.5,0.53,0.79,0.7,0.74,0.2,0.09,0.01,0.06
257,0.5,0.51,0.51,0.8,0.63,0.71,0.24,0.12,0.01,0.07
258,0.57,0.45,0.5,0.81,0.7,0.75,0.22,0.07,0.0,0.04
259,0.44,0.44,0.44,0.77,0.64,0.7,0.31,0.15,0.01,0.09
260,0.56,0.42,0.48,0.78,0.65,0.71,0.22,0.14,0.01,0.09
261,0.45,0.41,0.43,0.81,0.62,0.7,0.23,0.05,0.01,0.04
262,0.63,0.62,0.62,0.79,0.67,0.73,0.21,0.25,0.04,0.12
263,0.53,0.35,0.42,0.82,0.64,0.72,0.29,0.03,0.0,0.03
264,0.59,0.57,0.58,0.8,0.7,0.74,0.23,0.21,0.03,0.11
265,0.54,0.58,0.56,0.79,0.68,0.73,0.23,0.25,0.04,0.14
266,0.55,0.51,0.53,0.8,0.69,0.74,0.23,0.24,0.0,0.13
267,0.49,0.41,0.45,0.8,0.59,0.68,0.2,0.06,0.0,0.04
268,0.5,0.37,0.43,0.82,0.69,0.75,0.12,0.02,0.0,0.01
269,0.52,0.44,0.48,0.8,0.61,0.69,0.22,0.06,0.01,0.05
270,0.57,0.5,0.53,0.78,0.61,0.69,0.18,0.09,0.01,0.06
271,0.6,0.59,0.6,0.8,0.68,0.73,0.26,0.1,0.02,0.06
272,0.63,0.51,0.56,0.78,0.67,0.72,0.21,0.11,0.02,0.06
273,0.48,0.53,0.51,0.79,0.69,0.74,0.25,0.27,0.03,0.13
274,0.59,0.63,0.61,0.78,0.63,0.69,0.26,0.33,0.04,0.15
275,0.45,0.52,0.48,0.79,0.71,0.75,0.26,0.23,0.02,0.12
276,0.54,0.48,0.51,0.79,0.68,0.73,0.26,0.05,0.01,0.03
277,0.5,0.53,0.52,0.81,0.67,0.73,0.22,0.2,0.03,0.12
278,0.59,0.5,0.54,0.81,0.71,0.75,0.28,0.17,0.03,0.09
279,0.58,0.55,0.57,0.8,0.68,0.73,0.23,0.13,0.02,0.07
280,0.55,0.5,0.52,0.79,0.69,0.74,0.23,0.34,0.04,0.17
281,0.49,0.43,0.46,0.8,0.61,0.69,0.13,0.03,0.0,0.03
282,0.5,0.55,0.52,0.81,0.74,0.77,0.27,0.1,0.01,0.07
283,0.58,0.51,0.54,0.8,0.73,0.76,0.27,0.08,0.01,0.05
284,0.43,0.44,0.44,0.79,0.66,0.72,0.21,0.06,0.0,0.04
285,0.61,0.51,0.56,0.79,0.64,0.71,0.21,0.13,0.02,0.08
286,0.53,0.61,0.56,0.77,0.64,0.7,0.18,0.23,0.04,0.11
287,0.56,0.57,0.56,0.78,0.71,0.74,0.22,0.21,0.03,0.12
288,0.5,0.52,0.51,0.79,0.64,0.71,0.21,0.15,0.01,0.1
289,0.54,0.46,0.5,0.82,0.68,0.74,0.26,0.05,0.01,0.04
290,0.53,0.6,0.56,0.79,0.69,0.74,0.27,0.11,0.02,0.07
291,0.57,0.53,0.55,0.79,0.68,0.73,0.19,0.22,0.02,0.1
292,0.6,0.54,0.57,0.79,0.7,0.74,0.26,0.17,0.03,0.09
293,0.5,0.44,0.47,0.78,0.62,0.69,0.22,0.05,0.01,0.04
294,0.55,0.48,0.51,0.79,0.63,0.7,0.23,0.07,0.01,0.04
295,0.59,0.52,0.55,0.78,0.67,0.72,0.23,0.11,0.01,0.06
296,0.46,0.55,0.5,0.79,0.66,0.72,0.24,0.21,0.02,0.12
297,0.53,0.5,0.51,0.79,0.72,0.75,0.26,0.26,0.02,0.13
298,0.51,0.49,0.5,0.79,0.71,0.75,0.29,0.11,0.01,0.07
299,0.58,0.64,0.61,0.78,0.64,0.7,0.21,0.23,0.03,0.11
300,0.6,0.5,0.55,0.8,0.66,0.72,0.18,0.05,0.0,0.03
301,0.56,0.51,0.54,0.8,0.65,0.72,0.19,0.07,0.01,0.05
302,0.42,0.43,0.42,0.8,0.71,0.75,0.23,0.12,0.02,0.07
303,0.56,0.63,0.59,0.77,0.67,0.72,0.23,0.23,0.03,0.11
304,0.59,0.63,0.61,0.79,0.72,0.75,0.23,0.42,0.03,0.18
305,0.61,0.66,0.64,0.79,0.71,0.75,0.23,0.24,0.05,0.15
306,0.61,0.57,0.58,0.79,0.67,0.72,0.21,0.16,0.03,0.09
307,0.53,0.43,0.47,0.79,0.6,0.68,0.18,0.05,0.01,0.04
308,0.44,0.47,0.45,0.8,0.7,0.75,0.23,0.1,0.01,0.06
309,0.53,0.45,0.48,0.79,0.65,0.71,0.22,0.09,0.01,0.06
310,0.54,0.56,0.55,0.79,0.67,0.72,0.24,0.29,0.05,0.15
311,0.46,0.41,0.44,0.8,0.73,0.77,0.17,0.04,0.0,0.04
312,0.59,0.62,0.6,0.77,0.62,0.69,0.23,0.29,0.03,0.14
313,0.59,0.62,0.6,0.79,0.67,0.72,0.26,0.27,0.06,0.13
314,0.56,0.54,0.55,0.81,0.72,0.76,0.21,0.21,0.01,0.1
315,0.56,0.48,0.52,0.81,0.7,0.75,0.17,0.09,0.02,0.05
316,0.58,0.43,0.49,0.81,0.69,0.75,0.2,0.03,0.0,0.02
317,0.53,0.54,0.53,0.79,0.68,0.73,0.22,0.21,0.02,0.12
318,0.55,0.54,0.55,0.81,0.68,0.74,0.2,0.08,0.01,0.06
319,0.53,0.38,0.44,0.8,0.65,0.72,0.22,0.09,0.0,0.05
320,0.59,0.39,0.47,0.79,0.64,0.71,0.16,0.02,0.01,0.02
321,0.54,0.57,0.56,0.78,0.67,0.72,0.25,0.19,0.03,0.09
322,0.57,0.6,0.59,0.8,0.75,0.77,0.21,0.33,0.04,0.17
323,0.61,0.42,0.49,0.82,0.65,0.73,0.23,0.04,0.01,0.03
324,0.43,0.5,0.46,0.79,0.68,0.73,0.3,0.18,0.01,0.1
325,0.56,0.63,0.59,0.79,0.71,0.75,0.23,0.37,0.04,0.17
326,0.5,0.41,0.45,0.81,0.69,0.75,0.21,0.06,0.0,0.04
327,0.47,0.5,0.49,0.79,0.67,0.73,0.26,0.17,0.02,0.1
328,0.57,0.55,0.56,0.8,0.7,0.74,0.23,0.19,0.02,0.11
329,0.49,0.53,0.51,0.77,0.66,0.71,0.24,0.12,0.01,0.07
