,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
31,0.63,0.65,0.64,0.79,0.71,0.75,0.2,0.26,0.02,0.13
32,0.52,0.54,0.53,0.8,0.68,0.73,0.23,0.28,0.03,0.13
33,0.59,0.47,0.52,0.8,0.71,0.75,0.3,0.13,0.01,0.08
34,0.57,0.57,0.57,0.79,0.71,0.75,0.27,0.15,0.01,0.07
35,0.6,0.47,0.52,0.79,0.69,0.74,0.25,0.05,0.01,0.03
36,0.51,0.53,0.52,0.79,0.73,0.76,0.2,0.2,0.02,0.1
37,0.61,0.55,0.58,0.8,0.72,0.76,0.24,0.09,0.02,0.06
38,0.47,0.44,0.45,0.79,0.68,0.73,0.22,0.17,0.02,0.1
39,0.49,0.4,0.44,0.81,0.7,0.75,0.17,0.05,0.0,0.04
40,0.47,0.44,0.46,0.8,0.69,0.74,0.24,0.21,0.02,0.12
41,0.41,0.51,0.46,0.77,0.68,0.72,0.24,0.17,0.01,0.11
42,0.51,0.53,0.52,0.79,0.68,0.73,0.3,0.3,0.05,0.2
43,0.52,0.41,0.46,0.8,0.7,0.74,0.34,0.08,0.01,0.04
44,0.61,0.62,0.61,0.78,0.68,0.73,0.25,0.31,0.04,0.14
45,0.61,0.51,0.55,0.81,0.68,0.74,0.34,0.17,0.05,0.11
46,0.62,0.43,0.51,0.82,0.73,0.77,0.33,0.11,0.02,0.07
47,0.57,0.54,0.55,0.8,0.67,0.73,0.26,0.26,0.01,0.12
48,0.67,0.63,0.65,0.8,0.63,0.7,0.22,0.14,0.03,0.07
49,0.65,0.57,0.61,0.8,0.69,0.74,0.29,0.11,0.01,0.06
50,0.48,0.51,0.49,0.76,0.68,0.72,0.29,0.26,0.02,0.14
51,0.54,0.44,0.48,0.8,0.68,0.74,0.2,0.08,0.01,0.05
52,0.65,0.54,0.59,0.81,0.7,0.75,0.25,0.09,0.01,0.05
53,0.64,0.49,0.56,0.81,0.68,0.74,0.17,0.07,0.01,0.05
54,0.38,0.45,0.41,0.78,0.67,0.72,0.26,0.1,0.01,0.06
55,0.55,0.5,0.53,0.79,0.72,0.75,0.22,0.25,0.03,0.15
56,0.45,0.51,0.48,0.75,0.59,0.66,0.28,0.23,0.02,0.13
57,0.58,0.46,0.51,0.8,0.71,0.75,0.26,0.09,0.01,0.06
58,0.53,0.56,0.54,0.79,0.69,0.73,0.25,0.2,0.03,0.11
59,0.57,0.58,0.57,0.8,0.62,0.7,0.22,0.14,0.02,0.07
60,0.39,0.42,0.4,0.77,0.66,0.71,0.23,0.16,0.0,0.1
61,0.6,0.49,0.54,0.81,0.65,0.72,0.22,0.08,0.01,0.05
62,0.58,0.54,0.56,0.78,0.67,0.72,0.28,0.18,0.01,0.09
63,0.51,0.49,0.5,0.79,0.69,0.73,0.21,0.12,0.01,0.06
64,0.59,0.59,0.59,0.8,0.65,0.72,0.24,0.27,0.04,0.14
65,0.6,0.5,0.54,0.8,0.64,0.71,0.25,0.08,0.01,0.05
66,0.66,0.55,0.6,0.79,0.74,0.77,0.26,0.16,0.02,0.09
67,0.54,0.43,0.48,0.79,0.68,0.73,0.28,0.08,0.0,0.05
68,0.59,0.62,0.61,0.79,0.7,0.74,0.23,0.21,0.05,0.12
69,0.48,0.4,0.44,0.8,0.69,0.74,0.25,0.06,0.01,0.04
70,0.58,0.55,0.57,0.79,0.74,0.77,0.2,0.17,0.02,0.08
71,0.63,0.47,0.54,0.81,0.71,0.76,0.21,0.07,0.01,0.04
72,0.47,0.43,0.45,0.8,0.66,0.72,0.2,0.07,0.0,0.04
73,0.6,0.56,0.58,0.78,0.68,0.72,0.25,0.33,0.05,0.18
74,0.58,0.6,0.59,0.79,0.64,0.71,0.23,0.13,0.03,0.08
75,0.47,0.44,0.45,0.8,0.6,0.69,0.24,0.06,0.0,0.04
76,0.51,0.5,0.5,0.79,0.67,0.73,0.15,0.07,0.0,0.05
77,0.53,0.58,0.55,0.78,0.66,0.72,0.22,0.28,0.03,0.14
78,0.49,0.63,0.56,0.78,0.69,0.73,0.24,0.24,0.02,0.12
79,0.6,0.52,0.55,0.78,0.69,0.73,0.24,0.15,0.01,0.07
80,0.56,0.53,0.54,0.79,0.72,0.75,0.23,0.2,0.02,0.09
81,0.59,0.54,0.56,0.79,0.7,0.74,0.19,0.16,0.02,0.08
82,0.53,0.43,0.47,0.81,0.69,0.75,0.22,0.04,0.0,0.03
83,0.61,0.55,0.58,0.79,0.7,0.74,0.23,0.19,0.02,0.09
84,0.59,0.5,0.54,0.8,0.68,0.73,0.26,0.18,0.03,0.1
85,0.57,0.46,0.51,0.8,0.71,0.75,0.24,0.06,0.0,0.04
86,0.47,0.49,0.48,0.79,0.66,0.72,0.23,0.04,0.0,0.03
87,0.49,0.39,0.44,0.77,0.69,0.73,0.28,0.09,0.0,0.07
88,0.56,0.51,0.53,0.79,0.68,0.73,0.27,0.1,0.02,0.06
89,0.55,0.44,0.49,0.79,0.68,0.73,0.26,0.04,0.01,0.03
90,0.64,0.6,0.62,0.8,0.66,0.73,0.24,0.18,0.04,0.1
91,0.55,0.55,0.55,0.81,0.69,0.74,0.24,0.1,0.02,0.06
92,0.58,0.55,0.57,0.78,0.65,0.71,0.21,0.23,0.03,0.12
93,0.59,0.4,0.48,0.8,0.68,0.74,0.25,0.07,0.02,0.05
94,0.52,0.55,0.53,0.79,0.72,0.75,0.24,0.15,0.02,0.09
95,0.57,0.55,0.56,0.81,0.7,0.75,0.22,0.14,0.03,0.08
96,0.6,0.59,0.59,0.79,0.72,0.75,0.23,0.1,0.02,0.06
97,0.54,0.42,0.48,0.79,0.68,0.73,0.31,0.13,0.0,0.09
98,0.55,0.51,0.53,0.8,0.65,0.72,0.24,0.15,0.03,0.07
99,0.47,0.36,0.41,0.82,0.62,0.7,0.19,0.05,0.01,0.04
100,0.38,0.45,0.41,0.8,0.7,0.75,0.24,0.04,0.0,0.03
101,0.49,0.48,0.48,0.78,0.6,0.68,0.22,0.08,0.01,0.05
102,0.59,0.58,0.59,0.79,0.69,0.74,0.26,0.18,0.02,0.1
103,0.61,0.57,0.59,0.79,0.68,0.73,0.25,0.28,0.03,0.14
104,0.53,0.5,0.52,0.8,0.7,0.74,0.23,0.16,0.02,0.09
105,0.6,0.53,0.56,0.8,0.7,0.75,0.25,0.21,0.06,0.12
106,0.51,0.49,0.5,0.81,0.71,0.76,0.23,0.13,0.02,0.09
107,0.57,0.52,0.54,0.79,0.71,0.75,0.27,0.32,0.05,0.16
108,0.58,0.59,0.59,0.78,0.7,0.74,0.22,0.17,0.02,0.09
109,0.64,0.51,0.57,0.78,0.69,0.74,0.27,0.19,0.03,0.1
110,0.47,0.49,0.48,0.79,0.71,0.75,0.21,0.15,0.02,0.09
111,0.5,0.49,0.49,0.79,0.67,0.72,0.25,0.14,0.01,0.09
112,0.58,0.58,0.58,0.78,0.67,0.72,0.2,0.24,0.03,0.14
113,0.64,0.47,0.54,0.8,0.68,0.74,0.24,0.11,0.02,0.06
114,0.47,0.5,0.48,0.78,0.73,0.76,0.26,0.13,0.04,0.08
115,0.65,0.56,0.6,0.8,0.7,0.74,0.23,0.13,0.02,0.07
116,0.64,0.53,0.58,0.8,0.63,0.71,0.17,0.08,0.02,0.04
117,0.43,0.31,0.36,0.79,0.63,0.7,0.14,0.02,0.0,0.01
118,0.63,0.55,0.59,0.8,0.73,0.76,0.23,0.17,0.03,0.08
119,0.56,0.6,0.58,0.78,0.62,0.69,0.21,0.28,0.04,0.14
120,0.51,0.43,0.47,0.8,0.69,0.74,0.23,0.05,0.0,0.03
121,0.62,0.56,0.59,0.8,0.72,0.76,0.22,0.19,0.04,0.11
122,0.58,0.51,0.54,0.79,0.7,0.74,0.26,0.18,0.03,0.1
123,0.56,0.49,0.52,0.79,0.71,0.75,0.26,0.18,0.02,0.09
124,0.54,0.52,0.53,0.78,0.65,0.71,0.18,0.12,0.03,0.08
125,0.57,0.46,0.51,0.79,0.65,0.71,0.27,0.07,0.01,0.05
126,0.48,0.5,0.49,0.78,0.67,0.72,0.24,0.08,0.0,0.05
127,0.55,0.59,0.57,0.77,0.65,0.71,0.2,0.14,0.01,0.07
128,0.57,0.51,0.54,0.79,0.72,0.75,0.24,0.25,0.01,0.13
129,0.64,0.58,0.61,0.8,0.74,0.77,0.24,0.2,0.04,0.12
130,0.64,0.57,0.6,0.8,0.69,0.74,0.25,0.1,0.01,0.06
131,0.49,0.51,0.5,0.78,0.67,0.72,0.2,0.23,0.02,0.11
132,0.61,0.5,0.55,0.79,0.65,0.71,0.2,0.11,0.02,0.06
133,0.51,0.51,0.51,0.77,0.66,0.71,0.25,0.13,0.01,0.07
134,0.65,0.61,0.63,0.81,0.73,0.77,0.2,0.12,0.02,0.06
135,0.57,0.58,0.58,0.79,0.74,0.76,0.23,0.23,0.01,0.12
136,0.52,0.53,0.52,0.79,0.69,0.73,0.21,0.15,0.01,0.09
137,0.67,0.59,0.63,0.79,0.67,0.73,0.26,0.13,0.02,0.07
138,0.6,0.55,0.58,0.79,0.7,0.74,0.28,0.1,0.01,0.06
139,0.63,0.5,0.55,0.81,0.66,0.73,0.21,0.09,0.02,0.06
140,0.55,0.56,0.55,0.8,0.77,0.78,0.27,0.25,0.03,0.14
141,0.55,0.56,0.55,0.77,0.64,0.7,0.3,0.17,0.04,0.11
142,0.53,0.46,0.49,0.8,0.69,0.74,0.16,0.09,0.02,0.06
143,0.51,0.49,0.5,0.8,0.67,0.73,0.29,0.13,0.02,0.09
144,0.55,0.66,0.6,0.78,0.63,0.7,0.23,0.33,0.04,0.16
145,0.59,0.54,0.56,0.78,0.72,0.75,0.21,0.15,0.03,0.08
146,0.61,0.46,0.52,0.83,0.69,0.75,0.18,0.06,0.02,0.04
147,0.6,0.52,0.55,0.8,0.7,0.75,0.2,0.12,0.02,0.07
148,0.57,0.53,0.55,0.8,0.7,0.75,0.26,0.29,0.03,0.13
149,0.52,0.38,0.44,0.8,0.68,0.74,0.14,0.02,0.01,0.02
150,0.56,0.48,0.52,0.8,0.65,0.72,0.2,0.07,0.01,0.05
151,0.56,0.51,0.53,0.79,0.66,0.72,0.24,0.07,0.01,0.04
152,0.65,0.47,0.54,0.81,0.71,0.76,0.21,0.05,0.01,0.04
153,0.47,0.53,0.5,0.79,0.7,0.74,0.22,0.15,0.01,0.09
154,0.67,0.59,0.62,0.79,0.68,0.73,0.32,0.18,0.05,0.1
155,0.55,0.38,0.45,0.8,0.7,0.75,0.28,0.06,0.01,0.05
156,0.52,0.41,0.46,0.81,0.67,0.73,0.22,0.05,0.0,0.03
157,0.69,0.66,0.67,0.78,0.69,0.73,0.24,0.31,0.07,0.13
158,0.52,0.42,0.47,0.82,0.69,0.75,0.19,0.04,0.01,0.03
159,0.49,0.47,0.48,0.8,0.68,0.73,0.25,0.09,0.01,0.06
160,0.6,0.51,0.55,0.81,0.69,0.74,0.2,0.11,0.02,0.07
161,0.66,0.53,0.59,0.8,0.72,0.76,0.25,0.15,0.02,0.07
162,0.57,0.56,0.56,0.78,0.67,0.72,0.24,0.12,0.01,0.08
163,0.61,0.47,0.53,0.81,0.68,0.74,0.18,0.08,0.01,0.05
164,0.58,0.48,0.52,0.82,0.64,0.72,0.25,0.1,0.01,0.07
165,0.64,0.54,0.59,0.8,0.72,0.76,0.25,0.22,0.02,0.1
166,0.64,0.6,0.62,0.8,0.65,0.72,0.2,0.08,0.02,0.05
167,0.63,0.53,0.58,0.8,0.65,0.72,0.21,0.11,0.01,0.06
168,0.55,0.62,0.59,0.79,0.73,0.76,0.22,0.44,0.04,0.22
169,0.58,0.54,0.56,0.8,0.67,0.73,0.22,0.23,0.03,0.14
170,0.57,0.54,0.56,0.79,0.68,0.73,0.28,0.12,0.02,0.08
171,0.61,0.58,0.6,0.79,0.72,0.75,0.22,0.17,0.01,0.08
172,0.66,0.42,0.52,0.8,0.61,0.7,0.26,0.04,0.01,0.03
173,0.53,0.49,0.51,0.78,0.59,0.67,0.21,0.09,0.0,0.05
174,0.61,0.57,0.59,0.78,0.68,0.73,0.27,0.13,0.02,0.07
175,0.55,0.57,0.56,0.77,0.61,0.68,0.21,0.34,0.04,0.15
176,0.67,0.48,0.56,0.8,0.64,0.71,0.22,0.05,0.01,0.04
177,0.62,0.63,0.62,0.79,0.64,0.71,0.22,0.23,0.03,0.11
178,0.54,0.4,0.46,0.8,0.72,0.76,0.27,0.07,0.0,0.05
179,0.54,0.38,0.45,0.8,0.67,0.73,0.21,0.04,0.0,0.03
180,0.55,0.54,0.54,0.77,0.57,0.65,0.21,0.17,0.02,0.08
181,0.71,0.4,0.51,0.8,0.69,0.74,0.18,0.06,0.01,0.04
182,0.47,0.45,0.46,0.78,0.67,0.72,0.27,0.15,0.02,0.09
183,0.51,0.5,0.51,0.76,0.64,0.7,0.18,0.12,0.01,0.07
184,0.55,0.55,0.55,0.81,0.71,0.76,0.19,0.19,0.02,0.09
185,0.5,0.48,0.49,0.79,0.7,0.75,0.25,0.08,0.01,0.05
186,0.54,0.56,0.55,0.8,0.72,0.76,0.17,0.17,0.03,0.1
187,0.62,0.64,0.63,0.78,0.69,0.73,0.25,0.38,0.05,0.19
188,0.39,0.4,0.39,0.78,0.62,0.69,0.25,0.07,0.01,0.05
189,0.52,0.53,0.52,0.79,0.69,0.74,0.26,0.15,0.02,0.08
190,0.48,0.41,0.44,0.81,0.64,0.72,0.18,0.05,0.0,0.04
191,0.5,0.47,0.48,0.8,0.75,0.77,0.23,0.09,0.01,0.05
192,0.59,0.55,0.57,0.79,0.68,0.73,0.23,0.15,0.01,0.08
193,0.46,0.45,0.46,0.8,0.68,0.73,0.19,0.05,0.0,0.04
194,0.61,0.45,0.52,0.81,0.71,0.76,0.19,0.06,0.01,0.05
195,0.53,0.58,0.55,0.79,0.66,0.72,0.23,0.18,0.02,0.09
196,0.56,0.56,0.56,0.79,0.65,0.71,0.16,0.12,0.02,0.07
197,0.55,0.46,0.5,0.79,0.69,0.74,0.24,0.14,0.02,0.08
198,0.6,0.59,0.6,0.79,0.7,0.74,0.26,0.16,0.03,0.09
199,0.56,0.53,0.55,0.78,0.69,0.74,0.22,0.1,0.0,0.06
200,0.5,0.42,0.46,0.8,0.67,0.73,0.26,0.09,0.01,0.06
201,0.61,0.46,0.52,0.79,0.65,0.71,0.17,0.06,0.02,0.04
202,0.49,0.5,0.5,0.78,0.73,0.76,0.28,0.14,0.01,0.08
203,0.45,0.45,0.45,0.8,0.64,0.71,0.27,0.08,0.02,0.06
204,0.56,0.53,0.54,0.79,0.66,0.72,0.22,0.21,0.02,0.11
205,0.57,0.58,0.58,0.78,0.7,0.73,0.22,0.24,0.03,0.11
206,0.43,0.59,0.5,0.77,0.64,0.7,0.22,0.2,0.01,0.11
207,0.57,0.45,0.5,0.77,0.65,0.71,0.34,0.18,0.03,0.1
208,0.49,0.54,0.52,0.79,0.66,0.72,0.24,0.25,0.01,0.13
209,0.51,0.6,0.55,0.78,0.69,0.73,0.22,0.24,0.04,0.11
210,0.58,0.63,0.61,0.78,0.7,0.74,0.23,0.28,0.03,0.12
211,0.49,0.54,0.51,0.79,0.66,0.72,0.17,0.1,0.01,0.07
212,0.59,0.59,0.59,0.78,0.64,0.71,0.35,0.25,0.04,0.13
213,0.55,0.45,0.49,0.78,0.68,0.73,0.22,0.04,0.0,0.03
214,0.56,0.62,0.59,0.79,0.63,0.7,0.21,0.2,0.04,0.11
215,0.57,0.52,0.54,0.79,0.69,0.74,0.24,0.19,0.02,0.09
216,0.46,0.57,0.51,0.79,0.69,0.74,0.21,0.26,0.03,0.14
217,0.55,0.47,0.5,0.78,0.69,0.73,0.35,0.1,0.02,0.06
218,0.61,0.58,0.59,0.78,0.65,0.71,0.21,0.15,0.01,0.08
219,0.5,0.4,0.45,0.8,0.69,0.74,0.23,0.1,0.01,0.07
220,0.59,0.64,0.61,0.79,0.74,0.76,0.21,0.24,0.03,0.12
221,0.62,0.41,0.49,0.83,0.67,0.74,0.15,0.02,0.0,0.01
222,0.64,0.52,0.58,0.8,0.71,0.75,0.27,0.09,0.01,0.05
223,0.54,0.55,0.54,0.79,0.69,0.74,0.22,0.29,0.03,0.14
224,0.5,0.47,0.48,0.8,0.65,0.72,0.2,0.07,0.01,0.04
225,0.52,0.48,0.5,0.8,0.65,0.72,0.17,0.19,0.03,0.12
226,0.57,0.53,0.55,0.78,0.68,0.73,0.24,0.09,0.01,0.06
227,0.64,0.47,0.54,0.8,0.65,0.72,0.17,0.04,0.01,0.03
228,0.53,0.48,0.51,0.79,0.66,0.72,0.28,0.15,0.02,0.08
229,0.48,0.44,0.46,0.78,0.71,0.74,0.25,0.18,0.01,0.09
230,0.42,0.64,0.51,0.77,0.7,0.73,0.25,0.24,0.02,0.14
231,0.56,0.47,0.51,0.79,0.71,0.75,0.25,0.2,0.03,0.11
232,0.59,0.39,0.47,0.8,0.68,0.74,0.25,0.05,0.0,0.04
233,0.41,0.51,0.45,0.79,0.71,0.75,0.25,0.1,0.01,0.07
234,0.56,0.41,0.48,0.82,0.62,0.71,0.16,0.05,0.0,0.03
235,0.52,0.44,0.48,0.82,0.66,0.73,0.28,0.14,0.01,0.09
236,0.53,0.51,0.52,0.8,0.72,0.76,0.26,0.24,0.02,0.12
237,0.58,0.44,0.5,0.8,0.66,0.72,0.25,0.08,0.03,0.06
238,0.54,0.55,0.54,0.8,0.63,0.71,0.25,0.13,0.02,0.08
239,0.5,0.51,0.51,0.8,0.71,0.75,0.28,0.2,0.02,0.11
240,0.61,0.59,0.6,0.78,0.69,0.73,0.24,0.2,0.03,0.1
241,0.61,0.6,0.61,0.77,0.64,0.7,0.22,0.12,0.02,0.06
242,0.49,0.56,0.52,0.8,0.72,0.76,0.3,0.32,0.05,0.16
243,0.54,0.56,0.55,0.79,0.75,0.77,0.26,0.24,0.05,0.12
244,0.57,0.49,0.52,0.79,0.66,0.72,0.28,0.09,0.01,0.05
245,0.51,0.61,0.55,0.8,0.71,0.75,0.25,0.18,0.02,0.1
246,0.52,0.41,0.46,0.82,0.65,0.73,0.17,0.02,0.0,0.02
247,0.54,0.42,0.47,0.8,0.69,0.74,0.22,0.13,0.01,0.07
248,0.56,0.46,0.5,0.8,0.69,0.74,0.18,0.05,0.0,0.04
249,0.53,0.44,0.48,0.78,0.7,0.74,0.22,0.13,0.01,0.08
250,0.55,0.52,0.53,0.78,0.72,0.75,0.23,0.3,0.05,0.15
251,0.58,0.57,0.58,0.81,0.72,0.76,0.26,0.14,0.04,0.08
252,0.5,0.48,0.49,0.8,0.69,0.74,0.25,0.25,0.03,0.16
253,0.55,0.57,0.56,0.8,0.7,0.74,0.22,0.22,0.03,0.12
254,0.57,0.46,0.51,0.8,0.65,0.72,0.18,0.11,0.03,0.08
255,0.56,0.52,0.54,0.76,0.67,0.71,0.34,0.13,0.01,0.08
256,0.66,0.59,0.62,0.79,0.71,0.75,0.28,0.22,0.04,0.11
257,0.58,0.5,0.53,0.8,0.62,0.7,0.25,0.1,0.01,0.06
258,0.61,0.63,0.62,0.79,0.68,0.73,0.21,0.35,0.05,0.15
259,0.48,0.47,0.48,0.78,0.64,0.7,0.29,0.2,0.02,0.1
260,0.48,0.43,0.45,0.77,0.65,0.71,0.23,0.19,0.02,0.11
261,0.45,0.44,0.44,0.81,0.66,0.73,0.17,0.04,0.0,0.03
262,0.58,0.57,0.58,0.77,0.7,0.73,0.18,0.33,0.02,0.15
263,0.57,0.57,0.57,0.8,0.71,0.75,0.23,0.36,0.03,0.15
264,0.57,0.53,0.55,0.8,0.67,0.73,0.2,0.12,0.01,0.07
265,0.59,0.63,0.61,0.79,0.7,0.74,0.21,0.33,0.05,0.14
266,0.44,0.41,0.42,0.79,0.68,0.73,0.15,0.06,0.0,0.05
267,0.56,0.61,0.58,0.76,0.69,0.72,0.25,0.46,0.09,0.26
268,0.62,0.5,0.55,0.78,0.7,0.74,0.22,0.14,0.01,0.08
269,0.66,0.59,0.62,0.81,0.68,0.74,0.24,0.29,0.06,0.13
270,0.55,0.4,0.47,0.8,0.64,0.71,0.23,0.04,0.01,0.03
271,0.62,0.54,0.58,0.81,0.66,0.73,0.23,0.07,0.01,0.05
272,0.58,0.43,0.49,0.79,0.7,0.74,0.27,0.07,0.01,0.05
273,0.52,0.5,0.51,0.8,0.73,0.76,0.17,0.1,0.0,0.06
274,0.57,0.59,0.58,0.78,0.61,0.69,0.22,0.13,0.02,0.08
275,0.46,0.4,0.42,0.8,0.69,0.74,0.22,0.1,0.01,0.06
276,0.62,0.57,0.6,0.78,0.69,0.73,0.23,0.15,0.02,0.08
277,0.53,0.44,0.48,0.81,0.65,0.72,0.16,0.03,0.0,0.02
278,0.51,0.49,0.5,0.78,0.71,0.74,0.22,0.23,0.01,0.12
279,0.57,0.55,0.56,0.8,0.71,0.75,0.26,0.11,0.02,0.08
280,0.61,0.4,0.48,0.81,0.69,0.74,0.25,0.07,0.01,0.05
281,0.49,0.42,0.46,0.78,0.66,0.72,0.31,0.05,0.0,0.04
282,0.56,0.63,0.59,0.79,0.75,0.77,0.3,0.39,0.07,0.21
283,0.68,0.56,0.61,0.8,0.74,0.77,0.24,0.07,0.02,0.05
284,0.58,0.56,0.57,0.79,0.7,0.74,0.24,0.28,0.02,0.14
285,0.58,0.55,0.57,0.78,0.69,0.73,0.25,0.24,0.02,0.12
286,0.55,0.51,0.53,0.79,0.64,0.71,0.25,0.12,0.02,0.07
287,0.55,0.55,0.55,0.8,0.72,0.76,0.24,0.14,0.02,0.08
288,0.54,0.52,0.53,0.8,0.66,0.72,0.2,0.13,0.01,0.08
289,0.44,0.38,0.41,0.79,0.64,0.71,0.12,0.02,0.0,0.02
290,0.49,0.54,0.51,0.81,0.71,0.75,0.22,0.14,0.01,0.08
291,0.54,0.56,0.55,0.79,0.7,0.74,0.17,0.15,0.01,0.09
292,0.54,0.57,0.56,0.78,0.71,0.74,0.29,0.23,0.04,0.12
293,0.57,0.53,0.55,0.8,0.7,0.75,0.21,0.15,0.02,0.09
294,0.6,0.53,0.56,0.79,0.67,0.73,0.29,0.23,0.06,0.13
295,0.61,0.47,0.53,0.79,0.7,0.75,0.26,0.05,0.01,0.03
296,0.52,0.49,0.5,0.8,0.66,0.72,0.18,0.05,0.02,0.04
297,0.54,0.47,0.5,0.81,0.69,0.74,0.19,0.14,0.01,0.07
298,0.64,0.61,0.63,0.8,0.71,0.75,0.23,0.23,0.04,0.11
299,0.56,0.56,0.56,0.78,0.66,0.72,0.26,0.1,0.02,0.06
300,0.58,0.62,0.6,0.79,0.73,0.76,0.22,0.14,0.02,0.07
301,0.62,0.53,0.57,0.8,0.68,0.73,0.23,0.09,0.01,0.05
302,0.48,0.53,0.5,0.79,0.7,0.74,0.27,0.27,0.05,0.15
303,0.54,0.49,0.51,0.8,0.69,0.74,0.19,0.02,0.01,0.02
304,0.51,0.35,0.41,0.81,0.7,0.75,0.23,0.04,0.0,0.03
305,0.42,0.56,0.48,0.77,0.7,0.73,0.28,0.12,0.01,0.08
306,0.57,0.6,0.58,0.8,0.68,0.73,0.27,0.22,0.04,0.12
307,0.55,0.57,0.56,0.77,0.63,0.69,0.23,0.26,0.03,0.13
308,0.48,0.49,0.48,0.81,0.69,0.75,0.19,0.05,0.0,0.04
309,0.55,0.42,0.48,0.81,0.68,0.74,0.23,0.04,0.01,0.03
310,0.59,0.64,0.62,0.79,0.72,0.75,0.24,0.45,0.06,0.19
311,0.48,0.42,0.45,0.8,0.7,0.75,0.24,0.1,0.01,0.06
312,0.54,0.48,0.51,0.79,0.63,0.7,0.24,0.15,0.03,0.09
313,0.52,0.41,0.46,0.81,0.66,0.72,0.16,0.04,0.0,0.03
314,0.64,0.53,0.58,0.81,0.72,0.76,0.27,0.22,0.05,0.12
315,0.62,0.6,0.61,0.8,0.73,0.76,0.21,0.29,0.05,0.14
316,0.68,0.57,0.62,0.79,0.72,0.75,0.2,0.14,0.02,0.07
317,0.39,0.39,0.39,0.81,0.65,0.72,0.16,0.03,0.0,0.03
318,0.53,0.55,0.54,0.79,0.7,0.74,0.24,0.28,0.03,0.12
319,0.46,0.43,0.44,0.79,0.66,0.72,0.29,0.11,0.0,0.06
320,0.6,0.45,0.51,0.79,0.65,0.71,0.19,0.05,0.01,0.03
321,0.57,0.53,0.55,0.81,0.7,0.75,0.21,0.09,0.01,0.05
322,0.62,0.62,0.62,0.79,0.75,0.77,0.23,0.37,0.06,0.15
323,0.51,0.5,0.5,0.79,0.7,0.74,0.3,0.12,0.02,0.07
324,0.49,0.49,0.49,0.8,0.67,0.73,0.31,0.15,0.02,0.08
325,0.49,0.43,0.46,0.81,0.67,0.73,0.25,0.05,0.01,0.04
326,0.62,0.57,0.59,0.79,0.71,0.75,0.24,0.32,0.04,0.14
327,0.42,0.43,0.42,0.78,0.65,0.71,0.15,0.04,0.0,0.03
328,0.41,0.41,0.41,0.8,0.62,0.7,0.19,0.06,0.0,0.04
329,0.49,0.47,0.48,0.79,0.64,0.71,0.28,0.12,0.01,0.07
