,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
172,0.84,0.72,0.78,0.81,0.67,0.73,0.26,0.28,0.16,0.19
173,0.69,0.72,0.71,0.8,0.66,0.73,0.26,0.39,0.11,0.17
174,0.86,0.55,0.67,0.81,0.64,0.72,0.32,0.1,0.05,0.06
175,0.72,0.5,0.59,0.79,0.59,0.68,0.2,0.07,0.03,0.05
176,0.88,0.68,0.77,0.8,0.67,0.73,0.35,0.21,0.11,0.13
177,0.82,0.81,0.82,0.8,0.66,0.72,0.32,0.46,0.21,0.22
178,0.77,0.71,0.74,0.82,0.66,0.73,0.33,0.41,0.19,0.24
179,0.91,0.79,0.85,0.86,0.73,0.79,0.52,0.4,0.32,0.33
180,0.67,0.56,0.61,0.77,0.56,0.65,0.23,0.18,0.05,0.09
181,0.75,0.6,0.67,0.82,0.72,0.77,0.27,0.31,0.11,0.13
182,0.61,0.48,0.54,0.79,0.68,0.73,0.31,0.19,0.02,0.1
183,0.76,0.67,0.71,0.78,0.6,0.68,0.27,0.17,0.06,0.09
184,0.79,0.53,0.64,0.85,0.65,0.73,0.34,0.07,0.03,0.05
185,0.9,0.68,0.78,0.84,0.68,0.75,0.37,0.24,0.13,0.12
186,0.74,0.79,0.77,0.85,0.76,0.8,0.34,0.6,0.31,0.38
187,0.8,0.67,0.73,0.83,0.67,0.74,0.38,0.22,0.09,0.12
188,0.24,0.28,0.26,0.75,0.6,0.67,0.24,0.04,0.01,0.04
189,0.79,0.83,0.81,0.85,0.74,0.79,0.38,0.59,0.32,0.33
190,0.78,0.54,0.64,0.84,0.66,0.74,0.25,0.08,0.03,0.05
191,0.9,0.87,0.89,0.83,0.71,0.76,0.36,0.53,0.29,0.36
192,0.78,0.59,0.67,0.83,0.66,0.74,0.22,0.07,0.03,0.04
193,0.77,0.54,0.64,0.83,0.58,0.69,0.28,0.08,0.03,0.05
194,0.74,0.77,0.75,0.84,0.76,0.8,0.45,0.59,0.41,0.45
195,0.74,0.77,0.76,0.78,0.65,0.71,0.21,0.39,0.15,0.22
196,0.78,0.71,0.75,0.8,0.62,0.7,0.29,0.26,0.11,0.16
197,0.79,0.68,0.73,0.8,0.67,0.73,0.25,0.27,0.1,0.14
198,0.92,0.82,0.87,0.82,0.73,0.77,0.37,0.35,0.25,0.27
199,0.81,0.59,0.68,0.85,0.72,0.78,0.44,0.15,0.09,0.1
200,0.57,0.5,0.53,0.81,0.64,0.72,0.21,0.1,0.01,0.06
201,0.55,0.6,0.57,0.79,0.62,0.7,0.27,0.14,0.05,0.09
202,0.66,0.67,0.66,0.81,0.76,0.79,0.27,0.29,0.1,0.13
203,0.61,0.7,0.65,0.81,0.66,0.72,0.3,0.19,0.08,0.16
204,0.83,0.75,0.79,0.82,0.68,0.74,0.31,0.41,0.28,0.32
205,0.81,0.55,0.65,0.85,0.67,0.75,0.31,0.05,0.02,0.04
206,0.85,0.81,0.83,0.85,0.67,0.75,0.4,0.39,0.25,0.25
207,0.48,0.43,0.45,0.84,0.7,0.76,0.31,0.06,0.02,0.05
208,0.76,0.83,0.8,0.84,0.69,0.76,0.38,0.64,0.34,0.37
209,0.65,0.79,0.72,0.75,0.65,0.69,0.24,0.35,0.18,0.2
210,0.76,0.64,0.7,0.82,0.69,0.75,0.41,0.3,0.13,0.21
211,0.69,0.62,0.65,0.82,0.71,0.76,0.23,0.16,0.03,0.11
212,0.77,0.73,0.75,0.83,0.69,0.75,0.3,0.33,0.17,0.16
213,0.72,0.72,0.72,0.79,0.7,0.74,0.25,0.28,0.1,0.11
214,0.67,0.69,0.68,0.81,0.65,0.72,0.28,0.17,0.07,0.09
215,0.75,0.71,0.73,0.85,0.71,0.77,0.33,0.49,0.25,0.33
216,0.81,0.64,0.71,0.85,0.68,0.75,0.39,0.23,0.12,0.17
217,0.73,0.47,0.57,0.8,0.66,0.72,0.26,0.07,0.01,0.04
218,0.67,0.64,0.65,0.8,0.59,0.68,0.21,0.18,0.05,0.1
219,0.84,0.74,0.78,0.87,0.7,0.78,0.51,0.46,0.34,0.36
220,0.86,0.81,0.84,0.85,0.76,0.8,0.43,0.51,0.3,0.31
221,0.87,0.62,0.73,0.86,0.71,0.78,0.37,0.16,0.08,0.08
222,0.93,0.73,0.81,0.85,0.68,0.75,0.35,0.23,0.19,0.2
223,0.81,0.54,0.65,0.86,0.66,0.75,0.19,0.08,0.04,0.06
224,0.72,0.45,0.55,0.84,0.68,0.75,0.18,0.05,0.02,0.03
225,0.74,0.68,0.71,0.84,0.67,0.75,0.29,0.28,0.1,0.15
226,0.88,0.71,0.79,0.84,0.67,0.75,0.36,0.18,0.09,0.11
227,0.74,0.59,0.66,0.82,0.71,0.76,0.27,0.15,0.05,0.07
228,0.82,0.81,0.82,0.78,0.63,0.7,0.21,0.5,0.23,0.27
229,0.81,0.71,0.76,0.87,0.72,0.79,0.32,0.36,0.16,0.17
230,0.78,0.64,0.7,0.85,0.73,0.79,0.4,0.2,0.09,0.14
231,0.79,0.6,0.68,0.85,0.73,0.79,0.41,0.26,0.11,0.18
232,0.88,0.8,0.84,0.86,0.71,0.78,0.4,0.34,0.22,0.26
233,0.66,0.36,0.46,0.84,0.7,0.77,0.22,0.1,0.04,0.07
234,0.67,0.53,0.59,0.82,0.66,0.73,0.22,0.09,0.02,0.06
235,0.83,0.6,0.7,0.84,0.62,0.71,0.37,0.15,0.09,0.12
236,0.83,0.75,0.79,0.86,0.74,0.79,0.39,0.28,0.15,0.19
237,0.73,0.7,0.71,0.83,0.66,0.73,0.28,0.22,0.04,0.1
238,0.75,0.63,0.68,0.83,0.7,0.76,0.25,0.16,0.04,0.08
239,0.79,0.59,0.68,0.83,0.67,0.74,0.24,0.08,0.03,0.06
240,0.68,0.59,0.63,0.82,0.67,0.74,0.31,0.09,0.03,0.06
241,0.83,0.58,0.68,0.83,0.65,0.73,0.25,0.07,0.04,0.04
242,0.78,0.62,0.69,0.84,0.73,0.78,0.31,0.26,0.11,0.16
243,0.86,0.73,0.79,0.88,0.77,0.82,0.4,0.39,0.2,0.24
244,0.83,0.72,0.77,0.81,0.67,0.74,0.33,0.42,0.24,0.29
245,0.83,0.69,0.75,0.81,0.67,0.74,0.25,0.28,0.17,0.21
246,0.69,0.49,0.57,0.83,0.64,0.72,0.22,0.05,0.01,0.04
247,0.79,0.62,0.7,0.84,0.67,0.74,0.37,0.19,0.09,0.13
248,0.67,0.63,0.65,0.79,0.66,0.72,0.29,0.24,0.09,0.14
249,0.78,0.69,0.73,0.82,0.69,0.75,0.38,0.47,0.27,0.26
250,0.72,0.59,0.65,0.86,0.69,0.76,0.3,0.22,0.08,0.12
251,0.8,0.69,0.74,0.84,0.73,0.78,0.4,0.34,0.18,0.22
252,0.89,0.66,0.76,0.82,0.68,0.74,0.32,0.17,0.08,0.08
253,0.74,0.62,0.67,0.84,0.7,0.76,0.3,0.2,0.05,0.1
254,0.88,0.72,0.79,0.86,0.68,0.76,0.5,0.36,0.27,0.25
255,0.79,0.69,0.74,0.77,0.6,0.67,0.36,0.16,0.08,0.1
256,0.84,0.56,0.67,0.83,0.71,0.76,0.38,0.11,0.07,0.06
257,0.8,0.85,0.82,0.83,0.68,0.75,0.36,0.44,0.23,0.29
258,0.88,0.73,0.8,0.84,0.75,0.79,0.52,0.41,0.28,0.32
259,0.75,0.71,0.73,0.82,0.63,0.71,0.34,0.33,0.13,0.16
260,0.71,0.55,0.62,0.81,0.66,0.73,0.27,0.18,0.07,0.09
261,0.88,0.51,0.65,0.87,0.64,0.74,0.47,0.09,0.06,0.06
262,0.84,0.64,0.72,0.81,0.67,0.74,0.24,0.22,0.14,0.17
263,0.91,0.8,0.85,0.81,0.65,0.72,0.41,0.4,0.33,0.34
264,0.81,0.77,0.79,0.84,0.72,0.78,0.37,0.46,0.23,0.27
265,0.82,0.72,0.77,0.86,0.69,0.77,0.36,0.38,0.22,0.24
266,0.78,0.82,0.8,0.86,0.72,0.78,0.34,0.48,0.24,0.32
267,0.73,0.75,0.74,0.83,0.62,0.71,0.38,0.47,0.31,0.34
268,0.92,0.69,0.79,0.83,0.72,0.77,0.4,0.3,0.22,0.18
269,0.78,0.67,0.72,0.81,0.63,0.71,0.23,0.21,0.05,0.1
270,0.88,0.81,0.85,0.77,0.63,0.69,0.23,0.34,0.24,0.29
271,0.75,0.66,0.7,0.8,0.68,0.74,0.29,0.19,0.08,0.1
272,0.79,0.73,0.76,0.8,0.68,0.74,0.28,0.36,0.17,0.18
273,0.76,0.76,0.76,0.89,0.73,0.8,0.47,0.45,0.27,0.31
274,0.73,0.68,0.71,0.81,0.62,0.7,0.26,0.2,0.09,0.1
275,0.82,0.71,0.77,0.83,0.74,0.78,0.38,0.42,0.17,0.21
276,0.78,0.73,0.76,0.8,0.7,0.75,0.28,0.31,0.1,0.15
277,0.8,0.75,0.77,0.86,0.71,0.78,0.38,0.37,0.2,0.28
278,0.91,0.74,0.81,0.88,0.73,0.8,0.53,0.32,0.23,0.28
279,0.77,0.7,0.74,0.83,0.7,0.76,0.3,0.25,0.11,0.16
280,0.8,0.7,0.74,0.87,0.71,0.78,0.48,0.26,0.15,0.17
281,0.8,0.65,0.72,0.81,0.64,0.72,0.32,0.29,0.1,0.15
282,0.49,0.44,0.46,0.83,0.71,0.77,0.19,0.02,0.0,0.01
283,0.9,0.59,0.71,0.86,0.74,0.8,0.32,0.09,0.05,0.07
284,0.69,0.74,0.71,0.83,0.72,0.77,0.3,0.44,0.13,0.2
285,0.81,0.59,0.69,0.82,0.63,0.72,0.29,0.18,0.06,0.08
286,0.72,0.51,0.59,0.81,0.61,0.69,0.26,0.05,0.02,0.03
287,0.72,0.5,0.59,0.83,0.69,0.76,0.28,0.1,0.03,0.06
288,0.82,0.91,0.86,0.85,0.7,0.76,0.35,0.74,0.38,0.46
289,0.85,0.63,0.72,0.89,0.68,0.77,0.46,0.12,0.07,0.1
290,0.77,0.66,0.71,0.85,0.7,0.77,0.37,0.2,0.07,0.12
291,0.79,0.6,0.68,0.85,0.69,0.76,0.35,0.08,0.05,0.07
292,0.81,0.68,0.74,0.84,0.7,0.76,0.33,0.23,0.08,0.09
293,0.86,0.79,0.83,0.82,0.65,0.73,0.3,0.23,0.12,0.14
294,0.87,0.67,0.75,0.82,0.63,0.72,0.28,0.2,0.13,0.11
295,0.84,0.75,0.8,0.81,0.68,0.74,0.26,0.26,0.13,0.17
296,0.72,0.44,0.55,0.85,0.64,0.73,0.24,0.04,0.01,0.03
297,0.84,0.7,0.76,0.86,0.74,0.8,0.4,0.34,0.16,0.18
298,0.81,0.73,0.77,0.83,0.73,0.78,0.38,0.4,0.2,0.22
299,0.84,0.51,0.64,0.81,0.61,0.7,0.22,0.08,0.04,0.05
300,0.85,0.58,0.69,0.88,0.67,0.76,0.45,0.05,0.03,0.03
301,0.79,0.81,0.8,0.82,0.7,0.75,0.27,0.44,0.21,0.23
302,0.71,0.59,0.64,0.85,0.73,0.78,0.38,0.31,0.14,0.18
303,0.87,0.65,0.74,0.83,0.64,0.72,0.33,0.13,0.07,0.07
304,0.81,0.77,0.79,0.87,0.74,0.8,0.38,0.29,0.15,0.18
305,0.55,0.5,0.53,0.82,0.7,0.76,0.34,0.08,0.02,0.06
306,0.77,0.67,0.72,0.82,0.69,0.75,0.26,0.25,0.09,0.12
307,0.78,0.75,0.77,0.8,0.65,0.72,0.27,0.32,0.15,0.2
308,0.67,0.6,0.64,0.83,0.69,0.76,0.23,0.15,0.04,0.08
309,0.79,0.76,0.77,0.83,0.68,0.75,0.3,0.27,0.12,0.12
310,0.69,0.66,0.67,0.81,0.67,0.73,0.25,0.32,0.09,0.14
311,0.5,0.53,0.51,0.81,0.74,0.77,0.32,0.17,0.02,0.11
312,0.75,0.53,0.62,0.83,0.59,0.69,0.28,0.12,0.03,0.07
313,0.72,0.63,0.67,0.84,0.67,0.75,0.31,0.22,0.08,0.1
314,0.82,0.64,0.72,0.86,0.74,0.79,0.41,0.27,0.13,0.17
315,0.75,0.64,0.69,0.84,0.71,0.77,0.3,0.18,0.07,0.13
316,0.91,0.79,0.84,0.85,0.75,0.8,0.5,0.35,0.23,0.26
317,0.73,0.7,0.71,0.83,0.7,0.76,0.31,0.39,0.18,0.18
318,0.72,0.67,0.69,0.83,0.71,0.77,0.29,0.26,0.09,0.16
319,0.69,0.59,0.64,0.82,0.66,0.73,0.29,0.3,0.09,0.1
320,0.85,0.62,0.72,0.81,0.67,0.74,0.29,0.18,0.08,0.1
321,0.77,0.69,0.73,0.83,0.67,0.74,0.29,0.17,0.07,0.09
322,0.79,0.81,0.8,0.84,0.78,0.81,0.37,0.59,0.28,0.3
323,0.78,0.71,0.74,0.83,0.68,0.75,0.28,0.31,0.14,0.14
324,0.61,0.62,0.62,0.83,0.69,0.76,0.33,0.28,0.11,0.19
325,0.78,0.61,0.69,0.88,0.72,0.79,0.43,0.19,0.12,0.16
326,0.72,0.56,0.63,0.84,0.7,0.76,0.37,0.18,0.07,0.1
327,0.78,0.78,0.78,0.83,0.7,0.76,0.35,0.49,0.23,0.23
328,0.83,0.75,0.79,0.84,0.71,0.77,0.42,0.44,0.25,0.28
329,0.87,0.74,0.8,0.82,0.67,0.74,0.3,0.33,0.16,0.21
