,CBERT-R,CBERT-P,CBERT-F,BERTScore-R,BERTScore-P,BERTScore-F,BARTScore,R-1,R-2,R-L
64,0.72,0.78,0.75,0.83,0.85,0.84,0.33,0.39,0.17,0.22
65,0.72,0.8,0.76,0.78,0.86,0.82,0.32,0.41,0.19,0.21
66,0.7,0.7,0.7,0.83,0.85,0.84,0.36,0.48,0.18,0.31
67,0.72,0.67,0.7,0.85,0.82,0.84,0.29,0.35,0.1,0.18
68,0.67,0.68,0.67,0.83,0.84,0.84,0.2,0.43,0.08,0.16
69,0.77,0.6,0.67,0.84,0.82,0.83,0.34,0.24,0.09,0.16
70,0.73,0.69,0.71,0.83,0.85,0.84,0.26,0.46,0.11,0.19
71,0.93,0.67,0.78,0.84,0.81,0.82,0.55,0.16,0.1,0.09
72,0.76,0.7,0.73,0.85,0.83,0.84,0.22,0.42,0.09,0.18
73,0.76,0.64,0.7,0.82,0.84,0.83,0.25,0.29,0.04,0.12
74,0.67,0.8,0.73,0.81,0.89,0.85,0.31,0.68,0.26,0.34
75,0.54,0.42,0.47,0.79,0.74,0.77,0.19,0.07,0.01,0.03
76,0.67,0.7,0.68,0.83,0.84,0.83,0.31,0.38,0.09,0.18
77,0.73,0.77,0.75,0.86,0.85,0.86,0.32,0.52,0.19,0.29
78,0.66,0.55,0.6,0.84,0.81,0.83,0.18,0.16,0.02,0.11
79,0.61,0.69,0.65,0.81,0.83,0.82,0.26,0.49,0.09,0.21
80,0.59,0.61,0.6,0.8,0.78,0.79,0.17,0.25,0.01,0.11
81,0.81,0.64,0.72,0.86,0.84,0.85,0.34,0.3,0.13,0.18
82,0.78,0.73,0.76,0.87,0.87,0.87,0.3,0.49,0.18,0.28
83,0.63,0.72,0.68,0.82,0.83,0.82,0.31,0.36,0.12,0.17
84,0.48,0.52,0.5,0.8,0.79,0.8,0.16,0.16,0.0,0.1
85,0.69,0.65,0.67,0.83,0.79,0.81,0.23,0.35,0.07,0.12
86,0.62,0.78,0.69,0.81,0.85,0.83,0.25,0.45,0.07,0.2
87,0.72,0.77,0.74,0.82,0.86,0.84,0.33,0.51,0.17,0.24
88,0.74,0.66,0.7,0.85,0.85,0.85,0.28,0.38,0.1,0.17
89,0.41,0.55,0.47,0.76,0.77,0.77,0.18,0.13,0.0,0.09
90,0.75,0.72,0.73,0.82,0.81,0.82,0.28,0.34,0.1,0.13
91,0.75,0.7,0.72,0.84,0.83,0.83,0.31,0.35,0.1,0.13
92,0.64,0.64,0.64,0.85,0.84,0.84,0.26,0.28,0.04,0.15
93,0.6,0.66,0.63,0.82,0.81,0.82,0.21,0.3,0.03,0.14
94,0.64,0.69,0.66,0.83,0.83,0.83,0.33,0.5,0.18,0.29
95,0.7,0.74,0.72,0.86,0.87,0.86,0.32,0.49,0.2,0.23
96,0.76,0.72,0.74,0.84,0.84,0.84,0.33,0.44,0.18,0.19
97,0.78,0.7,0.74,0.83,0.83,0.83,0.27,0.37,0.09,0.13
98,0.75,0.75,0.75,0.84,0.88,0.86,0.37,0.62,0.34,0.4
99,0.76,0.72,0.74,0.82,0.83,0.83,0.24,0.36,0.1,0.13
100,0.63,0.75,0.68,0.81,0.81,0.81,0.3,0.32,0.13,0.22
101,0.71,0.55,0.62,0.86,0.79,0.83,0.38,0.14,0.04,0.07
102,0.66,0.72,0.69,0.83,0.83,0.83,0.23,0.3,0.08,0.15
103,0.71,0.62,0.66,0.86,0.83,0.85,0.41,0.2,0.11,0.14
104,0.72,0.56,0.63,0.85,0.83,0.84,0.31,0.21,0.07,0.17
105,0.54,0.72,0.62,0.81,0.83,0.82,0.28,0.34,0.06,0.19
106,0.55,0.69,0.61,0.82,0.82,0.82,0.2,0.28,0.02,0.14
107,0.74,0.74,0.74,0.85,0.85,0.85,0.35,0.41,0.15,0.24
108,0.7,0.73,0.72,0.82,0.86,0.84,0.29,0.53,0.17,0.28
109,0.73,0.86,0.79,0.82,0.83,0.83,0.31,0.33,0.13,0.13
110,0.82,0.74,0.78,0.87,0.87,0.87,0.48,0.42,0.28,0.32
111,0.69,0.54,0.61,0.84,0.81,0.82,0.24,0.11,0.02,0.07
112,0.63,0.55,0.59,0.84,0.82,0.83,0.22,0.23,0.06,0.13
113,0.63,0.69,0.66,0.83,0.85,0.84,0.28,0.4,0.11,0.17
114,0.56,0.52,0.54,0.84,0.8,0.82,0.29,0.1,0.02,0.07
115,0.72,0.66,0.69,0.84,0.81,0.83,0.23,0.17,0.05,0.1
116,0.74,0.55,0.63,0.85,0.81,0.83,0.33,0.17,0.07,0.08
117,0.75,0.8,0.78,0.84,0.84,0.84,0.34,0.43,0.12,0.22
118,0.64,0.76,0.7,0.81,0.83,0.82,0.28,0.41,0.08,0.22
119,0.68,0.68,0.68,0.84,0.83,0.83,0.25,0.34,0.07,0.15
120,0.67,0.72,0.69,0.83,0.84,0.83,0.26,0.41,0.11,0.21
121,0.7,0.6,0.65,0.86,0.8,0.83,0.3,0.32,0.13,0.17
122,0.74,0.75,0.74,0.85,0.85,0.85,0.33,0.42,0.12,0.23
123,0.8,0.83,0.82,0.86,0.88,0.87,0.41,0.59,0.37,0.32
124,0.58,0.63,0.6,0.81,0.81,0.81,0.25,0.24,0.05,0.13
125,0.57,0.57,0.57,0.83,0.85,0.84,0.29,0.38,0.1,0.24
126,0.71,0.72,0.72,0.85,0.85,0.85,0.33,0.41,0.14,0.19
127,0.65,0.68,0.67,0.83,0.82,0.82,0.25,0.32,0.07,0.15
128,0.77,0.74,0.75,0.86,0.86,0.86,0.38,0.49,0.15,0.22
129,0.73,0.66,0.69,0.81,0.83,0.82,0.28,0.37,0.07,0.16
130,0.67,0.65,0.66,0.83,0.82,0.83,0.19,0.37,0.06,0.17
131,0.75,0.73,0.74,0.84,0.84,0.84,0.32,0.42,0.12,0.18
132,0.82,0.81,0.81,0.85,0.88,0.87,0.35,0.7,0.38,0.29
133,0.74,0.7,0.72,0.81,0.82,0.81,0.33,0.29,0.09,0.14
134,0.7,0.7,0.7,0.83,0.85,0.84,0.38,0.34,0.13,0.16
135,0.6,0.68,0.64,0.83,0.83,0.83,0.22,0.47,0.15,0.21
136,0.75,0.74,0.75,0.82,0.84,0.83,0.26,0.35,0.1,0.17
137,0.64,0.65,0.65,0.84,0.84,0.84,0.22,0.28,0.06,0.15
138,0.74,0.85,0.79,0.84,0.86,0.85,0.29,0.57,0.21,0.26
139,0.73,0.77,0.75,0.83,0.85,0.84,0.32,0.57,0.2,0.28
140,0.73,0.68,0.7,0.86,0.85,0.85,0.32,0.36,0.18,0.27
141,0.76,0.74,0.75,0.86,0.86,0.86,0.37,0.42,0.18,0.21
142,0.89,0.8,0.85,0.87,0.86,0.87,0.52,0.51,0.28,0.26
143,0.66,0.66,0.66,0.81,0.84,0.82,0.19,0.4,0.05,0.19
144,0.74,0.75,0.74,0.85,0.85,0.85,0.29,0.51,0.21,0.22
145,0.79,0.81,0.8,0.84,0.86,0.85,0.28,0.51,0.17,0.2
146,0.69,0.63,0.66,0.82,0.84,0.83,0.23,0.35,0.1,0.16
147,0.64,0.55,0.59,0.82,0.78,0.8,0.23,0.17,0.04,0.08
148,0.76,0.73,0.74,0.84,0.84,0.84,0.26,0.41,0.18,0.19
149,0.6,0.7,0.65,0.8,0.82,0.81,0.26,0.41,0.1,0.23
150,0.85,0.65,0.74,0.83,0.85,0.84,0.35,0.48,0.11,0.23
151,0.94,0.83,0.88,0.9,0.89,0.89,0.6,0.41,0.33,0.24
152,0.74,0.82,0.78,0.84,0.87,0.85,0.33,0.55,0.22,0.21
153,0.74,0.69,0.71,0.83,0.85,0.84,0.29,0.39,0.16,0.2
154,0.73,0.68,0.7,0.84,0.83,0.84,0.28,0.33,0.07,0.13
155,0.77,0.74,0.75,0.84,0.85,0.85,0.31,0.32,0.11,0.13
156,0.68,0.71,0.7,0.85,0.83,0.84,0.22,0.36,0.1,0.16
157,0.92,0.63,0.75,0.88,0.82,0.85,0.47,0.16,0.1,0.13
158,0.63,0.65,0.64,0.83,0.8,0.81,0.15,0.24,0.02,0.13
159,0.71,0.7,0.71,0.83,0.84,0.83,0.19,0.31,0.08,0.14
160,0.81,0.69,0.74,0.85,0.84,0.85,0.35,0.41,0.17,0.2
161,0.64,0.81,0.72,0.82,0.87,0.84,0.26,0.55,0.15,0.31
162,0.72,0.76,0.74,0.83,0.85,0.84,0.29,0.49,0.23,0.27
163,0.58,0.58,0.58,0.82,0.83,0.82,0.2,0.17,0.03,0.1
164,0.5,0.55,0.52,0.78,0.78,0.78,0.23,0.25,0.04,0.17
165,0.6,0.86,0.7,0.79,0.82,0.81,0.28,0.34,0.1,0.22
166,0.75,0.66,0.7,0.84,0.85,0.85,0.19,0.43,0.1,0.21
167,0.68,0.71,0.7,0.83,0.82,0.82,0.19,0.34,0.1,0.17
168,0.75,0.74,0.75,0.85,0.82,0.84,0.36,0.26,0.11,0.18
169,0.66,0.62,0.64,0.83,0.76,0.79,0.2,0.27,0.05,0.11
170,0.84,0.63,0.72,0.88,0.83,0.85,0.45,0.16,0.08,0.1
171,0.74,0.63,0.68,0.83,0.81,0.82,0.29,0.19,0.02,0.08
172,0.66,0.68,0.67,0.84,0.85,0.84,0.3,0.45,0.21,0.26
173,0.87,0.78,0.82,0.86,0.84,0.85,0.39,0.3,0.14,0.15
174,0.6,0.42,0.5,0.78,0.73,0.76,0.19,0.14,0.01,0.06
175,0.76,0.69,0.72,0.82,0.8,0.81,0.3,0.35,0.1,0.12
176,0.76,0.65,0.7,0.85,0.85,0.85,0.34,0.38,0.11,0.19
177,0.79,0.71,0.75,0.84,0.83,0.84,0.29,0.32,0.1,0.14
178,0.71,0.66,0.69,0.85,0.84,0.84,0.3,0.41,0.1,0.16
179,0.77,0.77,0.77,0.84,0.87,0.85,0.33,0.61,0.17,0.24
180,0.76,0.68,0.72,0.84,0.84,0.84,0.28,0.3,0.13,0.15
181,0.7,0.59,0.64,0.83,0.83,0.83,0.39,0.29,0.07,0.14
182,0.68,0.76,0.72,0.84,0.86,0.85,0.4,0.54,0.21,0.29
183,0.85,0.84,0.85,0.91,0.91,0.91,0.6,0.74,0.61,0.6
184,0.75,0.8,0.77,0.84,0.87,0.85,0.35,0.59,0.25,0.28
185,0.71,0.62,0.66,0.83,0.82,0.83,0.29,0.31,0.09,0.13
186,0.79,0.71,0.75,0.83,0.85,0.84,0.29,0.49,0.21,0.23
187,0.71,0.66,0.68,0.86,0.86,0.86,0.4,0.42,0.23,0.32
188,0.71,0.77,0.74,0.84,0.85,0.84,0.28,0.38,0.1,0.17
189,0.66,0.54,0.59,0.84,0.81,0.82,0.23,0.17,0.04,0.09
190,0.7,0.78,0.74,0.82,0.85,0.84,0.23,0.55,0.14,0.26
191,0.75,0.61,0.67,0.86,0.83,0.85,0.3,0.32,0.11,0.16
192,0.68,0.8,0.74,0.83,0.87,0.85,0.26,0.44,0.16,0.24
193,0.65,0.59,0.62,0.82,0.79,0.8,0.22,0.26,0.02,0.11
194,0.74,0.71,0.72,0.81,0.84,0.82,0.32,0.45,0.1,0.19
195,0.54,0.49,0.52,0.8,0.78,0.79,0.25,0.17,0.01,0.11
196,0.73,0.75,0.74,0.82,0.87,0.84,0.28,0.44,0.22,0.26
197,0.74,0.74,0.74,0.86,0.87,0.86,0.38,0.43,0.15,0.22
198,0.76,0.72,0.74,0.81,0.83,0.82,0.27,0.36,0.13,0.17
199,0.72,0.74,0.73,0.83,0.83,0.83,0.23,0.36,0.11,0.15
200,0.72,0.64,0.68,0.86,0.84,0.85,0.28,0.17,0.08,0.11
201,0.77,0.65,0.71,0.84,0.84,0.84,0.32,0.44,0.16,0.19
202,0.71,0.47,0.56,0.86,0.79,0.83,0.27,0.14,0.03,0.08
203,0.84,0.61,0.7,0.89,0.85,0.87,0.46,0.19,0.11,0.17
204,0.66,0.64,0.65,0.82,0.8,0.81,0.27,0.34,0.11,0.19
205,0.86,0.7,0.77,0.84,0.83,0.83,0.48,0.33,0.2,0.17
206,0.76,0.66,0.7,0.85,0.83,0.84,0.25,0.34,0.1,0.17
207,0.82,0.78,0.8,0.89,0.87,0.88,0.43,0.4,0.2,0.2
208,0.66,0.75,0.7,0.82,0.86,0.84,0.24,0.5,0.13,0.23
209,0.8,0.72,0.76,0.87,0.84,0.85,0.48,0.36,0.24,0.28
210,0.67,0.69,0.68,0.83,0.85,0.84,0.25,0.38,0.1,0.17
211,0.72,0.71,0.72,0.83,0.84,0.83,0.26,0.51,0.13,0.23
212,0.57,0.68,0.62,0.76,0.78,0.77,0.25,0.13,0.03,0.07
213,0.62,0.58,0.6,0.82,0.81,0.81,0.3,0.25,0.06,0.11
214,0.65,0.67,0.66,0.83,0.85,0.84,0.24,0.31,0.08,0.13
215,0.77,0.81,0.79,0.87,0.88,0.87,0.42,0.49,0.2,0.26
216,0.61,0.66,0.63,0.81,0.82,0.81,0.23,0.34,0.05,0.15
217,0.67,0.67,0.67,0.85,0.85,0.85,0.28,0.39,0.08,0.18
218,0.67,0.65,0.66,0.82,0.82,0.82,0.25,0.36,0.05,0.15
219,0.75,0.79,0.77,0.86,0.87,0.87,0.39,0.42,0.18,0.22
220,0.69,0.71,0.7,0.81,0.84,0.83,0.28,0.38,0.14,0.19
221,0.64,0.56,0.6,0.85,0.83,0.84,0.31,0.21,0.07,0.12
222,0.89,0.62,0.73,0.87,0.81,0.84,0.51,0.22,0.09,0.09
223,0.77,0.74,0.76,0.82,0.83,0.83,0.36,0.42,0.13,0.21
224,0.7,0.74,0.72,0.82,0.85,0.84,0.3,0.53,0.21,0.2
225,0.64,0.81,0.72,0.8,0.85,0.83,0.32,0.36,0.13,0.21
226,0.76,0.75,0.76,0.86,0.86,0.86,0.4,0.46,0.18,0.17
227,0.72,0.6,0.66,0.85,0.82,0.83,0.35,0.23,0.04,0.11
228,0.71,0.6,0.65,0.83,0.81,0.82,0.21,0.21,0.03,0.11
229,0.68,0.73,0.7,0.84,0.86,0.85,0.24,0.52,0.16,0.19
230,0.62,0.67,0.65,0.79,0.82,0.81,0.21,0.36,0.08,0.21
231,0.71,0.69,0.7,0.83,0.85,0.84,0.2,0.47,0.12,0.2
232,0.8,0.78,0.79,0.83,0.87,0.85,0.33,0.44,0.23,0.26
233,0.61,0.73,0.67,0.84,0.86,0.85,0.34,0.39,0.16,0.2
234,0.77,0.75,0.76,0.82,0.82,0.82,0.3,0.48,0.19,0.27
235,0.58,0.61,0.59,0.82,0.83,0.83,0.24,0.27,0.05,0.17
236,0.64,0.67,0.65,0.82,0.81,0.82,0.26,0.33,0.06,0.15
237,0.69,0.78,0.73,0.84,0.86,0.85,0.39,0.41,0.14,0.23
238,0.76,0.66,0.7,0.82,0.75,0.79,0.35,0.16,0.05,0.1
239,0.64,0.75,0.69,0.81,0.83,0.82,0.21,0.49,0.08,0.18
240,0.72,0.72,0.72,0.81,0.85,0.83,0.24,0.5,0.2,0.26
241,0.67,0.76,0.71,0.81,0.86,0.83,0.24,0.52,0.16,0.23
242,0.77,0.81,0.79,0.84,0.87,0.86,0.35,0.59,0.25,0.27
243,0.76,0.83,0.8,0.83,0.87,0.85,0.29,0.55,0.19,0.27
244,0.73,0.72,0.73,0.83,0.81,0.82,0.26,0.37,0.12,0.17
245,0.76,0.77,0.77,0.83,0.85,0.84,0.3,0.47,0.17,0.26
246,0.73,0.6,0.66,0.84,0.83,0.83,0.34,0.2,0.05,0.08
247,0.62,0.75,0.68,0.84,0.85,0.85,0.35,0.43,0.18,0.23
248,0.73,0.68,0.7,0.84,0.85,0.85,0.24,0.3,0.08,0.16
249,0.77,0.67,0.72,0.82,0.79,0.81,0.21,0.2,0.07,0.11
250,0.67,0.67,0.67,0.82,0.78,0.8,0.25,0.33,0.09,0.17
251,0.62,0.61,0.62,0.82,0.8,0.81,0.28,0.26,0.06,0.15
252,0.79,0.74,0.76,0.85,0.85,0.85,0.28,0.44,0.15,0.2
253,0.78,0.73,0.75,0.85,0.86,0.85,0.31,0.51,0.18,0.21
254,0.76,0.86,0.81,0.83,0.83,0.83,0.24,0.34,0.12,0.2
255,0.75,0.68,0.71,0.84,0.82,0.83,0.3,0.27,0.06,0.12
256,0.76,0.45,0.56,0.84,0.75,0.79,0.3,0.1,0.03,0.05
257,0.72,0.62,0.67,0.84,0.81,0.82,0.25,0.21,0.05,0.12
258,0.62,0.58,0.6,0.76,0.81,0.78,0.27,0.36,0.03,0.18
259,0.63,0.61,0.62,0.82,0.82,0.82,0.28,0.26,0.05,0.13
260,0.72,0.86,0.78,0.82,0.84,0.83,0.3,0.49,0.15,0.22
261,0.88,0.83,0.86,0.87,0.87,0.87,0.53,0.49,0.36,0.27
262,0.8,0.67,0.73,0.88,0.86,0.87,0.43,0.34,0.14,0.15
263,0.71,0.74,0.72,0.83,0.84,0.83,0.24,0.48,0.13,0.23
264,0.77,0.63,0.7,0.83,0.81,0.82,0.26,0.28,0.04,0.14
265,0.86,0.84,0.85,0.87,0.84,0.86,0.46,0.37,0.2,0.18
266,0.76,0.7,0.73,0.84,0.86,0.85,0.33,0.43,0.11,0.17
267,0.75,0.63,0.69,0.86,0.84,0.85,0.35,0.29,0.14,0.18
268,0.61,0.76,0.68,0.8,0.82,0.81,0.22,0.37,0.06,0.17
269,0.69,0.7,0.7,0.83,0.84,0.83,0.29,0.5,0.15,0.26
270,0.78,0.79,0.78,0.83,0.86,0.85,0.31,0.59,0.25,0.35
271,0.59,0.63,0.61,0.79,0.81,0.8,0.38,0.39,0.09,0.23
272,0.63,0.76,0.69,0.83,0.84,0.84,0.22,0.34,0.11,0.2
273,0.64,0.64,0.64,0.84,0.84,0.84,0.28,0.3,0.04,0.15
274,0.65,0.76,0.7,0.81,0.84,0.82,0.27,0.47,0.12,0.19
275,0.69,0.73,0.71,0.84,0.84,0.84,0.36,0.33,0.12,0.18
276,0.75,0.56,0.64,0.85,0.84,0.85,0.36,0.2,0.07,0.11
277,0.65,0.72,0.68,0.82,0.86,0.84,0.28,0.43,0.09,0.21
278,0.72,0.76,0.74,0.85,0.83,0.84,0.4,0.36,0.11,0.19
279,0.71,0.76,0.73,0.83,0.84,0.83,0.24,0.5,0.11,0.21
280,0.83,0.61,0.7,0.89,0.82,0.85,0.41,0.13,0.08,0.08
281,0.69,0.71,0.7,0.84,0.82,0.83,0.32,0.34,0.13,0.17
282,0.66,0.58,0.62,0.86,0.85,0.85,0.2,0.28,0.08,0.15
283,0.74,0.82,0.78,0.82,0.85,0.83,0.32,0.63,0.26,0.26
284,0.72,0.65,0.69,0.83,0.82,0.83,0.21,0.38,0.06,0.14
285,0.81,0.76,0.78,0.84,0.87,0.85,0.4,0.66,0.28,0.35
286,0.63,0.59,0.61,0.82,0.82,0.82,0.2,0.36,0.07,0.19
287,0.72,0.63,0.68,0.82,0.82,0.82,0.25,0.33,0.08,0.11
288,0.66,0.62,0.64,0.84,0.83,0.83,0.25,0.28,0.06,0.14
289,0.81,0.64,0.71,0.89,0.84,0.86,0.48,0.21,0.12,0.16
290,0.72,0.71,0.72,0.81,0.85,0.83,0.23,0.41,0.11,0.2
291,0.73,0.74,0.73,0.84,0.85,0.85,0.27,0.35,0.13,0.18
292,0.65,0.66,0.65,0.82,0.82,0.82,0.26,0.3,0.05,0.13
293,0.68,0.6,0.64,0.84,0.8,0.82,0.29,0.31,0.07,0.13
294,0.7,0.71,0.7,0.84,0.84,0.84,0.34,0.54,0.16,0.27
295,0.64,0.68,0.66,0.8,0.85,0.83,0.25,0.46,0.09,0.24
296,0.62,0.66,0.64,0.82,0.84,0.83,0.19,0.34,0.06,0.15
297,0.65,0.66,0.65,0.84,0.85,0.84,0.35,0.25,0.07,0.15
298,0.59,0.67,0.63,0.8,0.82,0.81,0.18,0.35,0.08,0.16
299,0.77,0.7,0.73,0.85,0.85,0.85,0.37,0.43,0.18,0.22
300,0.75,0.64,0.69,0.84,0.82,0.83,0.28,0.21,0.03,0.1
301,0.66,0.7,0.68,0.82,0.85,0.83,0.22,0.42,0.11,0.2
302,0.71,0.78,0.74,0.85,0.88,0.86,0.32,0.49,0.23,0.34
303,0.78,0.85,0.81,0.83,0.88,0.85,0.33,0.62,0.28,0.3
304,0.65,0.69,0.67,0.82,0.83,0.82,0.23,0.38,0.09,0.18
305,0.69,0.65,0.67,0.81,0.84,0.82,0.23,0.4,0.09,0.15
306,0.74,0.89,0.81,0.85,0.9,0.88,0.4,0.81,0.45,0.44
307,0.58,0.54,0.55,0.82,0.82,0.82,0.25,0.18,0.03,0.1
308,0.8,0.69,0.74,0.86,0.84,0.85,0.34,0.41,0.18,0.23
309,0.75,0.81,0.78,0.85,0.88,0.86,0.4,0.6,0.35,0.33
310,0.69,0.67,0.68,0.83,0.84,0.83,0.27,0.38,0.08,0.16
311,0.82,0.78,0.8,0.84,0.86,0.85,0.28,0.47,0.17,0.23
312,0.71,0.71,0.71,0.8,0.85,0.82,0.25,0.47,0.16,0.2
313,0.71,0.67,0.69,0.85,0.84,0.85,0.23,0.45,0.14,0.19
314,0.73,0.82,0.77,0.83,0.86,0.85,0.22,0.52,0.18,0.2
315,0.84,0.68,0.75,0.88,0.85,0.86,0.41,0.28,0.09,0.14
316,0.53,0.55,0.54,0.78,0.77,0.78,0.21,0.13,0.0,0.07
317,0.71,0.67,0.69,0.81,0.84,0.82,0.22,0.55,0.1,0.27
318,0.71,0.64,0.67,0.84,0.81,0.83,0.37,0.32,0.13,0.15
319,0.73,0.64,0.69,0.84,0.82,0.83,0.32,0.34,0.14,0.16
320,0.68,0.57,0.62,0.84,0.78,0.81,0.26,0.16,0.05,0.1
321,0.79,0.75,0.77,0.85,0.87,0.86,0.35,0.48,0.24,0.33
322,0.74,0.69,0.72,0.87,0.85,0.86,0.31,0.37,0.14,0.17
323,0.56,0.49,0.52,0.83,0.8,0.82,0.24,0.11,0.02,0.08
324,0.64,0.66,0.65,0.84,0.84,0.84,0.28,0.46,0.11,0.22
325,0.77,0.68,0.72,0.84,0.85,0.84,0.34,0.44,0.14,0.2
326,0.45,0.35,0.4,0.77,0.73,0.75,0.21,0.04,0.0,0.02
327,0.78,0.79,0.79,0.86,0.84,0.85,0.3,0.49,0.2,0.21
328,0.76,0.46,0.57,0.86,0.8,0.83,0.28,0.15,0.02,0.06
329,0.53,0.44,0.48,0.82,0.78,0.8,0.15,0.08,0.0,0.06
